coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
apr-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,103256,0.19,1.53,3.07,3.07,-2.898,nan,0.028,nan
chaincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.2,0.07,1.09,1.09,-0.073,nan,0.059,nan
argentum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.49,0.17,2.75,2.75,-0.014,nan,0.046,nan
creativecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2140,0.33,0.21,3.32,3.32,-0.021,nan,0.019,nan
ebitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tokenstars,31 Aug 2017,31 Oct 2017,61.0,219.0,7,other,4,4901220.0,7540338.0,0.65,0.42,17611,0,N/A,0.56,N/A,-0.165,409248,-0.28,-2.18,-4.37,-4.37,0.06,nan,-0.028,nan
united-crypto...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
capricoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2470,0.2,0.19,3.06,3.06,-0.162,nan,0.011,nan
digitalprice,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,542,0.18,0.16,2.56,2.56,-0.707,nan,0.056,nan
chronologic,25 Aug 2017,25 Sep 2017,31.0,255.0,12,fintech,3,7400000.0,N/A,N/A,0.1,N/A,0,N/A,0.3,N/A,108.4,23084,-0.02,-0.0,-0.02,-0.02,-0.007,nan,0.012,nan
bitzeny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14,0.29,0.13,2.13,2.13,-0.035,nan,0.021,nan
commodity-ad-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
the-cypherfunks,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2,0.19,0.16,2.46,2.46,0.162,nan,0.051,nan
trakinvest,8 Feb 2018,7 Mar 2018,27.0,92.0,7,fintech,14,50000000.0,N/A,N/A,N/A,38261,0,475,N/A,N/A,0.0,262810,-0.01,-0.1,-0.2,-0.2,-0.332,nan,-0.009,nan
transcodium,1 Mar 2018,30 Apr 2018,60.0,38.0,4,saas,7,10977534.0,29669011.0,0.37,0.376,6141,0,N/A,0.52,N/A,-0.625,488145,-0.19,-1.5,-3.0,-3.0,-0.778,nan,-0.026,nan
intensecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,6,0,N/A,N/A,N/A,0.0,14645,0.17,0.25,4.01,4.01,-0.053,nan,0.015,nan
noblecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32841,-0.22,0.07,1.18,1.18,-0.023,nan,0.017,nan
smileycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,26,0.24,0.17,2.62,2.62,0.181,nan,0.05,nan
ethersportz,9 Jan 2018,10 Jan 2018,1.0,148.0,1,entertainment,6,3500000.0,3500000.0,1.0,0.5,1755,0,N/A,N/A,N/A,0.123,71545,0.12,0.04,0.57,0.57,1.032,nan,0.015,nan
live-stars,15 Jan 2018,15 Feb 2018,31.0,112.0,5,saas,6,2518564.0,5037128.0,0.5,0.2,2715,0,7684,0.5,N/A,-0.602,144179,-0.06,-0.46,-0.92,-0.92,-0.183,nan,-0.015,nan
hirematch,1 Oct 2017,15 Feb 2018,137.0,112.0,1,fintech,4,16000000.0,N/A,N/A,0.17,N/A,0,1943,0.28,N/A,-0.832,98386,0.03,0.16,2.52,2.52,-0.107,nan,0.01,nan
zero,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,1976,0.21,0.15,2.37,2.37,0.132,nan,0.019,nan
phi-token,8 Mar 2018,21 Mar 2018,13.0,78.0,5,other,16,3800000.0,N/A,N/A,1.61803,26092,0,3790,0.2,N/A,-0.631,58338,-0.09,-0.69,-1.38,-1.38,0.191,nan,-0.003,nan
ong.social,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
skincoin,21 Jun 2017,21 Jul 2017,30.0,321.0,2,blockchain,5,3292183.0,9976312.0,0.33,0.04,731,0,6694,N/A,N/A,-0.08,9042,-0.18,0.0,0.0,0.0,-0.346,nan,0.01,nan
miners'-rewar...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
soma,27 Sep 2017,14 Nov 2017,48.0,205.0,5,ecommerce,11,6049621.0,40330807.0,0.15,0.74,3818,0,5051,0.54,N/A,-0.686,6114,0.39,0.15,2.37,2.37,-0.24,nan,0.025,nan
qvolta,10 Oct 2017,20 Oct 2017,10.0,230.0,7,blockchain,4,729652.0,4560325.0,0.16,0.3,1593,0,1,N/A,N/A,0.064,40141,0.06,0.14,2.28,2.28,0.109,nan,0.017,nan
equitrader,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5311,0.18,0.14,2.21,2.21,-0.174,nan,0.011,nan
linx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32224,0.25,0.18,2.9,2.9,0.013,nan,0.018,nan
innova,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1135,0,N/A,N/A,N/A,0.0,160993,0.12,0.17,2.72,2.72,-0.131,nan,-0.004,nan
tidex-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,478920,0.17,0.09,1.43,1.43,-1.36,nan,0.024,nan
incakoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,325,0.12,0.02,0.3,0.3,0.069,nan,0.089,nan
speed-mining-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
darcrus,21 Dec 2016,26 Dec 2016,5.0,528.0,12,saas,1,29742.0,129313.0,0.23,0.02,1536,0,9388,N/A,N/A,0.05,6268,0.36,0.17,2.66,2.66,0.97,nan,0.016,nan
deutsche-emark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.21,0.08,1.32,1.32,-0.188,nan,0.014,nan
i0coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.23,0.13,2.0,2.0,0.738,nan,0.071,nan
emphy,7 Oct 2017,5 Nov 2017,29.0,214.0,5,real estate,5,44500.0,4450000.0,0.01,0.1,13697,0,13111,N/A,N/A,1.42,100754,0.14,0.24,3.84,3.84,0.045,nan,0.032,nan
datarius-credit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,120773,1.37,2.37,4.73,4.73,-2.337,nan,0.08,nan
renos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1091,0.23,0.31,4.87,4.87,-0.274,nan,0.032,nan
deuscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7116,-0.12,0.05,0.76,0.76,-0.054,nan,0.009,nan
crycash,12 Dec 2017,31 Jan 2018,50.0,127.0,5,blockchain,6,N/A,N/A,N/A,N/A,3111,0,1438,0.42,N/A,0.0,50581,0.07,0.57,1.14,1.14,0.148,nan,-0.005,nan
jiyo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,118,0.3,0.23,3.71,3.71,-0.81,nan,0.034,nan
nitro,30 Nov 2017,26 Dec 2017,26.0,163.0,3,saas,11,2694156.0,53883120.0,0.05,0.97,16005,0,3791,0.84,N/A,0.577,131540,0.07,0.07,1.18,1.18,-0.371,nan,0.028,nan
neverdie,30 Jun 2017,1 Sep 2017,63.0,279.0,1,entertainment,2,5800000.0,10000000.0,0.58,0.25,15,0,1487,N/A,N/A,-0.193,43022,-0.08,-0.16,-2.59,-2.59,-0.257,nan,0.006,nan
digitalcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.04,0.05,0.79,0.79,0.283,nan,0.011,nan
wild-crypto,05 Sep 2017,11 Sep 2017,6.0,269.0,12,other,N/A,N/A,N/A,N/A,N/A,617,0,N/A,N/A,N/A,0.0,4468,0.03,0.13,2.08,2.08,-0.286,nan,0.02,nan
unbreakablecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1272,0.14,0.07,1.14,1.14,1.846,nan,0.445,nan
boutspro,11 Mar 2018,25 Mar 2018,14.0,74.0,4,blockchain,32,N/A,N/A,N/A,N/A,12606,0,9825,N/A,N/A,0.0,100240,0.04,0.3,0.6,0.6,-0.265,nan,-0.0,nan
magnet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,53402,0.15,0.19,3.04,3.04,0.113,nan,0.005,nan
authorship,15 Aug 2017,14 Sep 2017,30.0,266.0,1,telecommunications,1,N/A,7000000.0,N/A,0.04,159,0,11699,N/A,N/A,-0.287,12714,0.1,0.11,1.74,1.74,-0.111,nan,0.024,nan
origami,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,206703,0.0,0.02,0.03,0.03,1.67,nan,-0.004,nan
vivo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27377,0.3,0.16,2.54,2.54,0.043,nan,0.007,nan
ellaism,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,22882,0.28,0.28,4.47,4.47,-0.099,nan,0.011,nan
earth-token,15 Dec 2017,15 Mar 2018,90.0,84.0,11,saas,11,20000000.0,N/A,N/A,0.16,12934,0,20203,0.22,N/A,-0.699,509033,-0.36,-2.82,-5.64,-5.64,-0.272,nan,-0.042,nan
zilbercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,16,0,N/A,N/A,N/A,0.0,13328,0.81,0.35,5.57,5.57,-0.202,nan,0.027,nan
tigereum,8 Dec 2017,18 Dec 2017,10.0,171.0,4,saas,15,N/A,12000000.0,N/A,0.8,N/A,0,3554,N/A,N/A,-0.819,195263,0.29,0.14,2.27,2.27,-0.128,nan,0.022,nan
bitjob,12 Sep 2017,13 Oct 2017,31.0,237.0,12,saas,26,2726424.0,11854017.0,0.23,0.39,2177,0,6869,0.62,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
shekel,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,171852,-0.16,-0.17,-2.73,-2.73,-0.152,nan,-0.009,nan
draftcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10,0.22,0.18,2.87,2.87,0.608,nan,0.015,nan
unitus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,638,-0.25,-0.12,-1.86,-1.86,-0.12,nan,0.026,nan
bitdeal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13133,0.22,0.11,1.78,1.78,-0.156,nan,0.013,nan
fitrova,N/A,N/A,N/A,N/A,9,insurance services,7,N/A,326000000.0,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,60307,-0.24,-1.87,-3.75,-3.75,0.707,nan,-0.013,nan
wandx,27 Oct 2017,21 Nov 2017,25.0,198.0,7,other,6,86654.0,N/A,N/A,0.09,2366,0,6412,0.34,N/A,4.727,90663,0.3,0.04,0.6,0.6,0.327,nan,0.01,nan
onix,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,56,0.23,0.13,2.13,2.13,-0.671,nan,0.051,nan
bitwhite,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,255839,0.15,0.05,0.86,0.86,-0.605,nan,0.008,nan
blocklancer,16 Jan 2018,16 Feb 2018,31.0,111.0,5,fintech,5,30000010.0,90909121.0,0.33,0.09,N/A,0,50,0.68,N/A,-0.795,34683,0.24,0.1,1.62,1.62,0.902,nan,0.016,nan
belugapay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,106871,0.1,0.8,1.61,1.61,2.737,nan,0.026,nan
vulcano,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,29481,-0.03,0.07,1.1,1.1,-0.235,nan,0.004,nan
kolion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,71399,0.18,0.43,6.89,6.89,-0.008,nan,0.001,nan
legends-room,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1676930,0.06,0.09,1.36,1.36,-0.083,nan,0.003,nan
plancoin,24 Jan 2018,23 Feb 2018,30.0,104.0,12,blockchain,N/A,1700000.0,N/A,N/A,0.6,N/A,0,1908,N/A,N/A,-0.584,282642,0.03,0.21,0.41,0.41,0.724,nan,-0.0,nan
platinumbar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,532,0.21,0.22,3.5,3.5,-0.268,nan,0.08,nan
fluttercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,110150,-0.48,0.08,1.26,1.26,-0.066,nan,0.016,nan
zetacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.06,0.05,0.78,0.78,0.552,nan,0.015,nan
fantasy-cash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8,0.26,0.27,4.22,4.22,0.203,nan,0.088,nan
fundyourselfnow,13 Jun 2017,31 Jul 2017,48.0,311.0,12,other,9,N/A,N/A,N/A,N/A,5172,0,N/A,N/A,N/A,0.0,27307,0.24,0.14,2.2,2.2,0.169,nan,0.017,nan
cryptonite,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11099,-0.21,-0.14,-2.23,-2.23,0.129,nan,0.022,nan
megacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.62,0.17,2.72,2.72,0.107,nan,0.008,nan
flik,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,562676,0.19,0.11,1.72,1.72,-0.25,nan,0.014,nan
advanced-tech...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
minereum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,338,0.39,0.19,3.06,3.06,0.464,nan,0.037,nan
unify,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3291,0.33,0.2,3.14,3.14,0.09,nan,0.039,nan
martexcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14,0.29,0.2,3.15,3.15,-0.288,nan,0.067,nan
adzcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,660,0.23,0.07,1.06,1.06,-0.028,nan,0.012,nan
roulettetoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,53765,0.18,0.03,0.41,0.41,-0.33,nan,0.026,nan
fujicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,15,0,N/A,N/A,N/A,0.0,7,0.25,0.16,2.6,2.6,-0.011,nan,0.054,nan
aerium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,22824,0.09,0.12,1.93,1.93,-0.139,nan,0.019,nan
eltcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8558,0.32,0.29,4.63,4.63,-0.303,nan,0.037,nan
equal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,294780,-0.02,-0.1,-1.62,-1.62,-0.156,nan,-0.004,nan
happycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1602,0,N/A,N/A,N/A,0.0,263,0.24,0.17,2.68,2.68,-0.445,nan,0.061,nan
global-jobcoin,28 Oct 2017,6 Dec 2017,39.0,183.0,6,saas,4,N/A,N/A,N/A,1.31,N/A,0,12037,N/A,N/A,-0.817,14648,0.14,0.13,2.13,2.13,-0.064,nan,0.082,nan
mcap,27 Apr 2017,7 May 2017,10.0,396.0,1,blockchain,N/A,44287318.0,N/A,N/A,4.0,N/A,0,153,N/A,N/A,0.635,3797,-0.1,-0.14,-2.3,-2.3,0.034,nan,-0.003,nan
dashcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,497,-0.04,-0.11,-1.74,-1.74,-62.063,nan,7.734,nan
unicoin,N/A,N/A,N/A,N/A,12,blockchain,N/A,N/A,30000000.0,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.13,0.16,2.54,2.54,0.016,nan,0.041,nan
bata,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.04,0.16,2.54,2.54,-0.151,nan,0.026,nan
procurrency,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1210,0.17,0.13,2.07,2.07,-0.365,nan,0.028,nan
numus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,572644,-0.02,-0.02,-0.33,-0.33,-0.825,nan,-0.018,nan
suretly,11 Jul 2017,11 Aug 2017,31.0,300.0,2,fintech,6,28000001.0,N/A,N/A,30.93,N/A,0,1297,0.54,N/A,-0.578,12585,-0.12,-0.04,-0.67,-0.67,-0.024,nan,0.005,nan
oceanlab,07 Aug 2017,31 Aug 2017,24.0,280.0,12,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,29066,0.34,0.17,2.64,2.64,-0.144,nan,0.008,nan
sagacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,77967,0.37,0.16,2.61,2.61,-0.871,nan,0.004,nan
moin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3,0.19,0.23,3.67,3.67,-0.044,nan,0.038,nan
growers-inter...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
inflationcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28,0.22,0.19,2.99,2.99,0.757,nan,0.09,nan
hobonickels,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.01,0.1,1.58,1.58,0.194,nan,0.006,nan
piplcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24566,0.14,0.1,1.55,1.55,-0.162,nan,0.013,nan
centurion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,12766,-0.37,0.03,0.54,0.54,-0.309,nan,0.041,nan
phoenixcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.22,0.09,1.42,1.42,-0.181,nan,0.017,nan
greenmed,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,198085,-0.17,-1.36,-2.72,-2.72,-0.635,nan,-0.014,nan
triangles,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,22675,0.26,0.2,3.2,3.2,0.437,nan,0.078,nan
ebch,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
whalecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,77,0,N/A,N/A,N/A,0.0,19143,0.05,0.06,0.93,0.93,-0.239,nan,0.012,nan
dcorp-utility,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
veros,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5138,0.02,-0.04,-0.62,-0.62,-43.054,nan,1.372,nan
x-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1974,0.03,0.09,1.5,1.5,-0.297,nan,0.06,nan
digital-money...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
elementrem,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1728,0.16,0.08,1.24,1.24,-0.47,nan,0.054,nan
cabbage,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,557,0.34,0.31,4.84,4.84,-0.013,nan,0.078,nan
bitsum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,197160,0.18,1.43,2.86,2.86,-0.832,nan,0.011,nan
qbic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,384056,-0.23,-0.26,-4.15,-4.15,-0.516,nan,-0.022,nan
motocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,857,0.28,0.18,2.81,2.81,0.642,nan,0.213,nan
arbitragect,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,26247,0.22,0.12,1.88,1.88,0.049,nan,0.015,nan
cream,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6968,0.18,0.1,1.65,1.65,-0.055,nan,0.012,nan
mao-zedong,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,851,0.32,0.27,4.24,4.24,0.567,nan,0.023,nan
bitair,17 Sep 2017,31 Oct 2017,44.0,219.0,12,other,N/A,21510000.0,N/A,N/A,0.019,N/A,0,N/A,0.4,N/A,-0.239,209739,0.14,-0.02,-0.32,-0.32,-0.223,nan,0.001,nan
cryptocarbon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14534,-0.01,-0.02,-0.38,-0.38,-0.326,nan,0.026,nan
intelligent-t...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ultracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,42443,-0.39,-0.03,-0.44,-0.44,0.084,nan,0.009,nan
jetcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,82,-0.08,0.09,1.5,1.5,-0.492,nan,0.072,nan
leviar,N/A,N/A,N/A,N/A,12,fintech,N/A,N/A,N/A,N/A,N/A,944,0,N/A,N/A,N/A,0.0,765,-0.14,0.04,0.65,0.65,0.395,nan,0.085,nan
kubera-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23604,-0.15,-0.02,-0.31,-0.31,0.083,nan,0.003,nan
sugar-exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,93337,-0.16,0.21,3.36,3.36,0.404,nan,0.021,nan
