coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
reftoken,17 Nov 2017,17 Dec 2017,30.0,173.0,5,fintech,8,N/A,48000000.0,N/A,14.0,2862,0,4316,N/A,N/A,-0.506,129535,0.22,0.1,1.57,1.57,-0.091,nan,0.029,nan
indorse-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3255,-0.01,-0.06,-0.96,-0.96,0.081,nan,0.0,nan
uniform-fisca...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
maverick-chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,17846,-0.03,0.08,1.21,1.21,0.204,nan,0.031,nan
terracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.26,-0.39,-6.18,-6.18,-0.3,nan,0.02,nan
aigang,15 Nov 2017,15 Dec 2017,30.0,175.0,7,fintech,7,4228920.0,30206571.0,0.14,0.31,4747,0,7875,0.7,N/A,12.097,16206500,-0.22,-0.26,-4.06,-4.06,-0.228,nan,-0.018,nan
hade-platform,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,91726,0.09,0.7,1.41,1.41,0.386,nan,0.014,nan
locicoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,380577,-0.08,-0.16,-2.59,-2.59,-0.47,nan,-0.011,nan
copytrack,10 Dec 2017,10 Feb 2018,62.0,118.0,5,fintech,4,11087368.0,61596489.0,0.18,1.19,8399,0,N/A,N/A,N/A,-0.648,85931,-0.1,-0.02,-0.35,-0.35,0.281,nan,-0.006,nan
social-send,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,51372,0.1,0.14,2.26,2.26,-0.339,nan,0.017,nan
ethbits,15 Apr 2017,13 May 2017,28.0,391.0,4,saas,3,1216178.0,N/A,N/A,1.14,6069,0,5622,N/A,N/A,0.921,3027,0.06,0.25,3.94,3.94,30.714,nan,1.993,nan
bonpay,31 Oct 2017,28 Nov 2017,28.0,192.0,4,fintech,4,10000000.0,N/A,N/A,0.9,969,0,10057,N/A,N/A,1.144,4834,-0.02,0.0,0.04,0.04,-0.099,nan,0.0,nan
creditbit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,60,0.19,0.18,2.9,2.9,-0.121,nan,0.026,nan
ethorse,10 Jan 2018,17 Jan 2018,7.0,142.0,7,other,N/A,4800000.0,N/A,N/A,N/A,N/A,0,1307,0.34,N/A,0.0,523864,0.01,0.03,0.4,0.4,-0.072,nan,-0.002,nan
stellite,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,154829,0.04,0.29,0.59,0.59,0.333,nan,-0.005,nan
bitcloud,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,607,0.19,0.09,1.38,1.38,0.102,nan,0.049,nan
sexcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.25,0.13,2.13,2.13,-0.055,nan,0.018,nan
evergreencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,320,0.18,0.04,0.64,0.64,-0.025,nan,0.025,nan
daneel,29 Jan 2018,5 Mar 2018,35.0,95.0,5,fintech,15,2830400.0,15724444.0,0.18,0.29,6218,0,N/A,0.68,N/A,-0.833,130556,0.37,2.97,5.94,5.94,2.738,nan,0.067,nan
bitswift,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,49040,0.3,0.11,1.78,1.78,-0.289,nan,0.019,nan
1world,5 Oct 2017,6 Nov 2017,32.0,214.0,1,blockchain,66,5000000.0,N/A,N/A,1.2,6888,0,7570,0.42,N/A,-0.657,357311,-0.08,-0.01,-0.12,-0.12,-0.083,nan,0.0,nan
ignition,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,221297,0.04,-0.08,-1.29,-1.29,-0.087,nan,-0.005,nan
rupaya,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,37972,0.24,0.15,2.38,2.38,0.815,nan,0.251,nan
e-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2,0.22,0.14,2.16,2.16,0.674,nan,0.071,nan
smileycoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,26,0.24,0.17,2.62,2.62,0.18,nan,0.05,nan
coinlancer,14 Oct 2017,15 Nov 2017,32.0,205.0,12,saas,36,11860153.0,49417304.0,0.24,0.25,7164,0,2306,0.5,N/A,0.691,3536710,0.03,-0.09,-1.49,-1.49,-0.22,nan,-0.008,nan
starta,4 Jul 2017,3 Aug 2017,30.0,309.0,2,fintech,13,50000009.0,N/A,N/A,1.0,N/A,0,N/A,N/A,N/A,-0.204,6482,0.17,0.05,0.73,0.73,-0.635,nan,0.027,nan
elite,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
micromoney,18 Oct 2017,18 Nov 2017,31.0,202.0,12,fintech,18,10541585.0,30118814.0,0.35,1.0,5139,0,165957,N/A,N/A,-0.326,452417,0.31,0.09,1.47,1.47,-0.157,nan,0.001,nan
tracto,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,76456,-0.13,0.02,0.36,0.36,-0.3,nan,0.0,nan
mercury-protocol,23 Oct 2017,23 Nov 2017,31.0,197.0,1,saas,16,4749479.0,19789496.0,0.24,0.043,736,0,5498,0.68,N/A,-0.07,42740,0.15,0.09,1.47,1.47,-0.033,nan,0.017,nan
blitzpredict,22 Jan 2018,22 Feb 2018,31.0,106.0,12,other,5,4374000.0,7290000.0,0.6,0.0292,13695,0,N/A,0.52,N/A,-0.677,48405,-0.04,0.08,1.21,1.21,0.344,nan,0.016,nan
chainium,25 Dec 2017,12 Jan 2018,18.0,147.0,5,fintech,6,3434946.0,5540235.0,0.62,0.0664,N/A,0,80,0.54,N/A,0.594,70198,0.07,0.52,1.04,1.04,0.592,nan,-0.01,nan
ace,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,16,0,N/A,N/A,N/A,0.0,49234,0.14,0.03,0.4,0.4,-0.034,nan,0.008,nan
ergo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,662,0.13,0.13,2.14,2.14,-0.073,nan,0.018,nan
tokendesk,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,257351,0.2,1.59,3.18,3.18,1.311,nan,0.023,nan
biotron,27 Mar 2018,05 Apr 2018,9.0,64.0,12,other,N/A,N/A,N/A,N/A,0.22,2436,0,N/A,0.46,N/A,-0.814,955,0.16,1.3,2.61,2.61,0.177,nan,0.014,nan
goldmint,20 Sep 2017,11 Nov 2017,52.0,209.0,2,fintech,11,7300000.0,40555556.0,0.18,7.0,11118,0,2617,0.46,N/A,-0.634,74776,0.24,0.16,2.47,2.47,0.141,nan,0.015,nan
photon,N/A,N/A,N/A,N/A,1,saas,12,N/A,N/A,N/A,N/A,N/A,0,3411,N/A,N/A,0.0,67,0.06,0.12,1.93,1.93,0.11,nan,0.06,nan
magiccoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,66069,-0.31,-0.23,-3.68,-3.68,-0.471,nan,-0.022,nan
rupee,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3030,0.33,0.18,2.89,2.89,-0.124,nan,0.045,nan
xenon,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15384,0.2,0.19,3.09,3.09,-0.19,nan,0.035,nan
obsidian,12 Aug 2017,26 Aug 2017,14.0,286.0,4,saas,6,1566332.0,8701844.0,0.18,0.15,796,0,8993,0.62,N/A,1.49,262223,0.12,0.15,2.45,2.45,-0.033,nan,0.004,nan
sumokoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2688,0.38,0.22,3.45,3.45,-0.075,nan,0.023,nan
verify,29 Nov 2017,06 Dec 2017,7.0,184.0,7,saas,9,2500000.0,2500000.0,1.0,0.23,3536,0,508,N/A,N/A,1.44,803439,0.32,0.12,1.86,1.86,0.171,nan,0.009,nan
magi,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,195,-0.02,0.04,0.69,0.69,0.032,nan,0.009,nan
vsync,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,753,-0.26,0.06,0.9,0.9,-0.263,nan,0.031,nan
wearesatoshi,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1087,0.08,0.02,0.34,0.34,-0.051,nan,0.043,nan
eventchain,13 Sep 2017,14 Oct 2017,31.0,237.0,1,entertainment,8,772896.0,12881600.0,0.06,1.47,N/A,0,26974,0.44,N/A,-0.887,1884,0.21,0.17,2.74,2.74,-0.525,nan,0.037,nan
bullion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.19,0.22,3.54,3.54,0.227,nan,0.022,nan
startercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,54023,-0.34,-0.05,-0.76,-0.76,-0.259,nan,-0.011,nan
argentum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.49,0.17,2.75,2.75,-0.014,nan,0.046,nan
signals-network,12 Mar 2018,09 Apr 2018,28.0,60.0,12,other,11,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,233052,-0.15,-0.25,-0.5,-0.5,0.195,nan,-0.003,nan
trustplus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28646,-0.36,0.04,0.61,0.61,-0.035,nan,0.023,nan
pylon-network,4 Oct 2017,24 Oct 2017,20.0,227.0,5,energy,11,N/A,N/A,N/A,1.79,1514,0,4024,N/A,N/A,12.201,69585,0.11,0.02,0.25,0.25,-0.391,nan,0.003,nan
trakinvest,8 Feb 2018,7 Mar 2018,27.0,93.0,7,fintech,14,50000000.0,N/A,N/A,N/A,38217,0,475,N/A,N/A,0.0,262810,-0.01,-0.1,-0.2,-0.2,-0.339,nan,-0.01,nan
chaincoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0,0.2,0.07,1.09,1.09,-0.073,nan,0.059,nan
fabric-token,15 Feb 2018,1 Apr 2018,45.0,68.0,5,blockchain,11,1035986.0,8633217.0,0.12,0.1125,5350,0,1579,0.42,N/A,-0.172,83004,0.78,1.36,2.71,2.71,-4.501,nan,0.012,nan
trezarcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,389,0,N/A,N/A,N/A,0.0,24311,0.28,0.23,3.73,3.73,-0.094,nan,0.02,nan
gcn-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.19,0.09,1.43,1.43,0.035,nan,0.069,nan
straks,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,17,0,N/A,N/A,N/A,0.0,40407,0.27,0.12,1.95,1.95,0.56,nan,0.031,nan
capricoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2470,0.2,0.19,3.06,3.06,-0.162,nan,0.011,nan
e-gulden,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,92,0.26,0.18,2.82,2.82,-0.021,nan,0.013,nan
audiocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,367,0.05,0.25,3.9,3.9,-0.089,nan,0.015,nan
condensate,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1098,0.25,0.26,4.07,4.07,-0.295,nan,0.029,nan
tokenstars,31 Aug 2017,31 Oct 2017,61.0,220.0,7,other,4,4901220.0,7540338.0,0.65,0.42,17570,0,N/A,0.56,N/A,-0.165,409248,-0.28,-2.18,-4.37,-4.37,0.065,nan,-0.027,nan
authorship,15 Aug 2017,14 Sep 2017,30.0,267.0,1,telecommunications,1,N/A,7000000.0,N/A,0.04,161,0,11785,N/A,N/A,-0.287,12714,0.1,0.11,1.74,1.74,-0.111,nan,0.025,nan
creativecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2140,0.33,0.21,3.32,3.32,-0.021,nan,0.019,nan
intensecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,6,0,N/A,N/A,N/A,0.0,14645,0.17,0.25,4.01,4.01,-0.053,nan,0.015,nan
the-cypherfunks,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2,0.19,0.16,2.46,2.46,0.162,nan,0.051,nan
bitzeny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14,0.29,0.13,2.13,2.13,-0.035,nan,0.021,nan
hat.exchange,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
buzzcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,57480,0.25,0.13,1.99,1.99,0.106,nan,0.041,nan
ebitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
808coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,24,0.13,0.16,2.46,2.46,0.197,nan,0.035,nan
digitalprice,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,542,0.18,0.16,2.56,2.56,-0.707,nan,0.056,nan
transcodium,1 Mar 2018,30 Apr 2018,60.0,39.0,4,saas,7,10977534.0,29669011.0,0.37,0.376,6136,0,N/A,0.52,N/A,-0.625,488145,-0.19,-1.5,-3.0,-3.0,-0.794,nan,-0.028,nan
ethersportz,9 Jan 2018,10 Jan 2018,1.0,149.0,1,entertainment,6,3500000.0,3500000.0,1.0,0.5,1744,0,N/A,N/A,N/A,0.123,71545,0.12,0.04,0.57,0.57,1.032,nan,0.016,nan
apr-coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,103256,0.19,1.53,3.07,3.07,-2.882,nan,0.03,nan
noblecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32841,-0.22,0.07,1.18,1.18,-0.023,nan,0.017,nan
carboncoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,164,0.16,0.22,3.46,3.46,0.72,nan,0.134,nan
united-crypto...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
chronologic,25 Aug 2017,25 Sep 2017,31.0,256.0,12,fintech,3,7400000.0,N/A,N/A,0.1,N/A,0,N/A,0.3,N/A,108.4,23084,-0.02,-0.0,-0.02,-0.02,-0.007,nan,0.012,nan
miners'-rewar...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
litedoge,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9902,-0.05,0.11,1.75,1.75,0.296,nan,0.17,nan
skincoin,21 Jun 2017,21 Jul 2017,30.0,322.0,2,blockchain,5,3292183.0,9976312.0,0.33,0.04,729,0,6693,N/A,N/A,-0.08,9042,-0.18,0.0,0.0,0.0,-0.346,nan,0.009,nan
zero,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,1976,0.21,0.15,2.37,2.37,0.132,nan,0.019,nan
renos,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1091,0.23,0.31,4.87,4.87,-0.274,nan,0.032,nan
bytecent,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1665,-0.05,-0.06,-0.94,-0.94,-0.124,nan,0.006,nan
ong.social,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
hirematch,1 Oct 2017,15 Feb 2018,137.0,113.0,1,fintech,4,16000000.0,N/A,N/A,0.17,N/A,0,1959,0.28,N/A,-0.832,98386,0.03,0.16,2.52,2.52,-0.107,nan,0.012,nan
emphy,7 Oct 2017,5 Nov 2017,29.0,215.0,5,real estate,5,44500.0,4450000.0,0.01,0.1,13698,0,13218,N/A,N/A,1.42,100754,0.14,0.24,3.84,3.84,0.045,nan,0.032,nan
speed-mining-...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
live-stars,15 Jan 2018,15 Feb 2018,31.0,113.0,5,saas,6,2518564.0,5037128.0,0.5,0.2,2712,0,7712,0.5,N/A,-0.602,144179,-0.06,-0.46,-0.92,-0.92,-0.181,nan,-0.015,nan
phi-token,8 Mar 2018,21 Mar 2018,13.0,79.0,5,other,16,3800000.0,N/A,N/A,1.61803,26060,0,3832,0.2,N/A,-0.631,58338,-0.09,-0.69,-1.38,-1.38,0.191,nan,-0.004,nan
nitro,30 Nov 2017,26 Dec 2017,26.0,164.0,3,saas,11,2694156.0,53883120.0,0.05,0.97,15986,0,3835,0.84,N/A,0.577,131540,0.07,0.07,1.18,1.18,-0.371,nan,0.027,nan
tidex-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,478920,0.17,0.09,1.43,1.43,-1.361,nan,0.024,nan
linx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,32224,0.25,0.18,2.9,2.9,0.013,nan,0.017,nan
ellaism,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,22882,0.28,0.28,4.47,4.47,-0.1,nan,0.011,nan
zilbercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,16,0,N/A,N/A,N/A,0.0,13328,0.81,0.35,5.57,5.57,-0.202,nan,0.026,nan
deutsche-emark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.21,0.08,1.32,1.32,-0.188,nan,0.014,nan
innova,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1139,0,N/A,N/A,N/A,0.0,160993,0.12,0.17,2.72,2.72,-0.131,nan,-0.004,nan
digitalcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.04,0.05,0.79,0.79,0.283,nan,0.011,nan
magnet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,0.0,53402,0.15,0.19,3.04,3.04,0.113,nan,0.005,nan
soma,27 Sep 2017,14 Nov 2017,48.0,206.0,5,ecommerce,11,6049621.0,40330807.0,0.15,0.74,4946,0,5119,0.54,N/A,-0.686,6114,0.39,0.15,2.37,2.37,-0.241,nan,0.024,nan
origami,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,206703,0.0,0.02,0.03,0.03,1.659,nan,-0.006,nan
incakoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,325,0.12,0.02,0.3,0.3,0.07,nan,0.089,nan
unbreakablecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1272,0.14,0.07,1.14,1.14,1.846,nan,0.445,nan
wandx,27 Oct 2017,21 Nov 2017,25.0,199.0,7,other,6,86654.0,N/A,N/A,0.09,2364,0,6447,0.34,N/A,4.727,90663,0.3,0.04,0.6,0.6,0.328,nan,0.011,nan
boutspro,11 Mar 2018,25 Mar 2018,14.0,75.0,4,blockchain,32,N/A,N/A,N/A,N/A,12554,0,9955,N/A,N/A,0.0,100240,0.04,0.3,0.6,0.6,-0.291,nan,-0.003,nan
crycash,12 Dec 2017,31 Jan 2018,50.0,128.0,5,blockchain,6,N/A,N/A,N/A,N/A,3106,0,1457,0.42,N/A,0.0,50581,0.07,0.57,1.14,1.14,0.147,nan,-0.006,nan
masternodecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,16944,0.24,0.16,2.53,2.53,0.088,nan,0.008,nan
vivo,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27377,0.3,0.16,2.54,2.54,0.043,nan,0.007,nan
tigereum,8 Dec 2017,18 Dec 2017,10.0,172.0,4,saas,15,N/A,12000000.0,N/A,0.8,N/A,0,3710,N/A,N/A,-0.819,195263,0.29,0.14,2.27,2.27,-0.128,nan,0.021,nan
bitjob,12 Sep 2017,13 Oct 2017,31.0,238.0,12,saas,26,2726424.0,11854017.0,0.23,0.39,2190,0,6905,0.62,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wild-crypto,05 Sep 2017,11 Sep 2017,6.0,270.0,12,other,N/A,N/A,N/A,N/A,N/A,617,0,N/A,N/A,N/A,0.0,4468,0.03,0.13,2.08,2.08,-0.285,nan,0.019,nan
popularcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14,0.27,0.19,2.96,2.96,-0.518,nan,0.063,nan
draftcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10,0.22,0.18,2.87,2.87,0.608,nan,0.015,nan
earth-token,15 Dec 2017,15 Mar 2018,90.0,85.0,11,saas,11,20000000.0,N/A,N/A,0.16,12909,0,20485,0.22,N/A,-0.699,509033,-0.36,-2.82,-5.64,-5.64,-0.271,nan,-0.042,nan
datarius-credit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,120773,1.2,2.07,4.15,4.15,-2.408,nan,0.068,nan
shekel,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,171852,-0.16,-0.17,-2.73,-2.73,-0.152,nan,-0.009,nan
unitus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,638,-0.25,-0.12,-1.86,-1.86,-0.119,nan,0.026,nan
deuscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7116,-0.12,0.05,0.76,0.76,-0.054,nan,0.009,nan
fitrova,N/A,N/A,N/A,N/A,9,insurance services,7,N/A,326000000.0,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,60307,-0.24,-1.87,-3.75,-3.75,0.702,nan,-0.013,nan
onix,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,56,0.23,0.13,2.13,2.13,-0.671,nan,0.05,nan
kolion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,71399,0.18,0.43,6.89,6.89,-0.008,nan,0.001,nan
zetacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.06,0.05,0.78,0.78,0.551,nan,0.015,nan
bitdeal,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13133,0.22,0.11,1.78,1.78,-0.156,nan,0.013,nan
belugapay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,106871,0.1,0.8,1.61,1.61,2.737,nan,0.024,nan
equitrader,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5311,0.18,0.14,2.21,2.21,-0.174,nan,0.011,nan
plancoin,24 Jan 2018,23 Feb 2018,30.0,105.0,12,blockchain,N/A,1700000.0,N/A,N/A,0.6,N/A,0,1918,N/A,N/A,-0.584,282642,0.03,0.21,0.41,0.41,0.727,nan,0.0,nan
