coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
travelflex,13 Dec 2017,11 Jan 2018,29,152,12,other,N/A,N/A,N/A,N/A,0.28,102,3,N/A,-0.267,29538,-0.181,-0.036,-0.565,-0.402,-0.09,-7.897,-0.002,-0.047
hoqu,27 Nov 2017,26 Feb 2018,91,106,4,fintech,5,18782400,32951579,0.57,0.17,14667,3,6189,-0.564,29097,-0.146,-0.038,-0.608,-0.34,-0.014,-3.92,-0.008,0.025
hubii-network,17 Aug 2017,31 Aug 2017,14,285,7,telecommunications,15,7130256,50930400,0.14,0.39,1269,2,4630,-0.493,23209,0.18,0.13,2.059,2.169,0.198,-4.253,0.028,-0.097
insights-network,28 Jan 2018,14 Feb 2018,17,118,7,blockchain,5,17376260,17376260,1,0.15,20546,0,N/A,-0.051,693393,-0.331,-0.042,-0.665,-0.375,-0.095,-9.02,-0.011,-0.075
tokia,4 Dec 2017,15 Mar 2018,101,89,4,fintech,3,30000000,N/A,N/A,1,8172,0,1681,-0.813,641864,-0.03,-0.24,-0.48,-0.334,-1.465,-3.504,-0.02,-0.063
aditus,30 Nov 2017,19 Dec 2017,19,175,7,saas,7,7100193,22188103,0.32,0.05,13280,1,N/A,-0.735,300285,0.401,3.182,6.363,6.509,0.1,-8.544,0.016,-0.062
opus,24 Jul 2017,24 Aug 2017,31,292,12,entertainment,11,5737250,19783621,0.29,0.04,1651,1,3697,0.299,37435,-0.076,0,0.006,0.153,-0.035,36.906,0.032,0.111
bitdice,15 Aug 2017,15 Sep 2017,31,270,10,other,1,8748793,24996551,0.35,0.1,737,3,3523,0.495,60084,0.111,0.184,2.919,3.223,-0.135,4.485,0.004,-0.035
sether,15 Jan 2018,15 Jan 2018,0,148,5,saas,15,28000000,N/A,N/A,N/A,7128,2,10986,0,46969,-0.093,-0.047,-0.753,-0.542,-0.242,2.29,-0.007,0.006
starbase,9 Nov 2017,24 Nov 2017,15,200,8,saas,5,8842000,10047727,0.88,0.1,N/A,1,182,0.078,11977,0.303,0.146,2.323,2.332,1.636,-38.069,0.241,0.018
peculium,21 Dec 2017,24 Jan 2018,34,139,5,fintech,5,9917634,9917634,1,0.01,8631,3,16532,-0.583,69616,0.004,0.051,0.804,1.029,0.146,1.222,0.005,-0.036
adhive,28 Feb 2018,14 Mar 2018,14,90,5,entertainment,10,17491749,17491749,1,0.17,15855,1,5592,-0.675,772548,0.127,1.012,2.023,2.229,-1.24,-4.997,-0.006,-0.033
tokes,2 Dec 2016,16 Jan 2017,45,512,1,blockchain,5,N/A,N/A,N/A,5.06,N/A,1,8646,-0.897,15471,0.252,0.183,2.909,3.11,-0.114,-2.936,0.011,-0.04
fidentiax,6 Nov 2017,5 Dec 2017,29,189,7,saas,8,1566283,2900524,0.54,0.93,2448,1,3977,-0.701,77268,0.26,0.068,1.082,1.202,-0.186,2.129,0.001,-0.035
verime,1 Mar 2018,31 Mar 2018,30,73,7,saas,12,21720000,30166667,0.72,N/A,38689,1,8989,0,95404,-0.309,-2.455,-4.911,-4.68,-0.483,-25.66,-0.032,-0.109
fintrux-network,07 Feb 2018,28 Feb 2018,21,104,7,other,6,N/A,N/A,N/A,N/A,N/A,1,N/A,0,102017,-0.054,-0.425,-0.849,-0.644,0.107,-3.477,-0.026,-0.04
fundrequest,20 Nov 2017,01 Dec 2017,11,193,5,blockchain,11,12121040,14964247,0.81,0.48,11351,0,13253,-0.491,55032,-0.253,-2.007,-4.015,-3.631,0.999,7.563,-0.026,-0.041
payfair,1 Nov 2017,30 Nov 2017,29,194,2,saas,8,18291,N/A,N/A,0,2774,5,2362,0,41498,0.159,0.226,3.594,3.684,0.644,-27.395,0.027,-0.11
dether,7 Feb 2018,9 Feb 2018,2,123,5,saas,8,13444650,13444650,1,0.2,2883,1,1313,-0.237,40103,-0.321,-0.105,-1.667,-1.424,0.501,-14.671,0,-0.069
bigbom,28 May 2018,10 Jun 2018,13,2,12,saas,13,6792000,6792000,1,0.0283,38886,1,N/A,-0.25,972645,-0.64,-1.109,-2.218,-2.037,0.555,2.591,-0.016,-0.061
zrcoin,11 May 2017,9 Jun 2017,29,368,2,blockchain,10,7000000,N/A,N/A,1.55,984,7,N/A,47.348,2303,0.076,0.03,0.474,0.538,-0.115,-22.016,0.006,-0.078
atlant,7 Sep 2017,1 Nov 2017,55,223,2,real estate,12,6663530,66635300,0.1,0.57,5092,5,4083,-0.308,323580,-0.27,0.043,0.675,0.863,-0.223,-3.367,0.004,-0.038
internxt,7 Sep 2017,28 Sep 2017,21,257,5,saas,5,220800,22080000,0.01,1.01,14211,2,2,2.129,294867,0.156,0.18,2.852,2.98,-0.085,-1.117,0.02,-0.018
publica,1 Nov 2017,16 Nov 2017,15,208,1,saas,21,1046210,1046210,1,0.1,1422,3,2315,1.547,1317120,-0.066,0.179,2.841,2.96,-0.049,-12.956,0.009,-0.096
experty,25 Jan 2018,25 Feb 2018,31,107,6,telecommunications,15,9468000,9468000,1,0.83,13767,7,15708,-0.207,1742640,-0.596,-0.117,-1.851,-1.59,-0.14,-14.431,-0.011,-0.011
starta,4 Jul 2017,3 Aug 2017,30,313,2,fintech,11,50000009,N/A,N/A,1,N/A,7,N/A,-0.204,6482,0.175,0.047,0.752,0.953,-0.6,44.44,0.027,0.2
voise,6 May 2017,6 Jun 2017,31,371,5,saas,N/A,64651,N/A,N/A,N/A,9025,6,24077,0,3629,0.285,0.194,3.08,3.152,-1.788,-8.88,0.085,-0.028
naviaddress,1 Mar 2018,31 Mar 2018,30,73,7,saas,6,16900000,20119048,0.84,0.05,99752,1,198,-0.518,194240,-2.171,-3.76,-7.52,-7.201,0.763,-9.287,-0.04,-0.118
invacio,12 Mar 2018,30 Apr 2018,49,43,4,fintech,14,1912074,31867900,0.06,1,975,0,4242,-0.857,336316,-0.21,-1.667,-3.334,-3.191,-0.176,-1.223,-0.044,-0.103
herocoin,14 Sep 2017,14 Oct 2017,30,241,5,other,7,2021034,15546415,0.13,0.0267,1958,1,N/A,-0.241,852325,0.298,0.161,2.563,2.628,-0.497,3.637,0.022,-0.022
viuly,1 Nov 2017,15 Nov 2017,14,209,5,entertainment,3,N/A,30000000,N/A,0.17,6587,1,6368,-0.967,14913,0.321,0.256,4.063,4.129,0.107,-12.752,0.028,-0.06
amlt,11 Dec 2017,29 Jan 2018,49,134,12,blockchain,15,19042042,19042042,1,0.39,4907,0,6646,-0.798,263017,-0.156,-0.009,-0.139,0.138,0.033,-4.083,-0.004,-0.058
autonio,22 Sep 2017,22 Oct 2017,30,233,12,fintech,6,N/A,10000000,N/A,0.1,4238,1,6848,-0.955,11004,0.359,0.269,4.274,4.328,-0.797,-5.438,0.04,-0.07
blockcat,15 Jul 2017,14 Aug 2017,30,302,1,saas,7,6284400,6284400,1,1,N/A,1,7972,0.08,28777,0.192,0.059,0.939,1.104,-0.193,-7.889,0.005,-0.039
blockpool,01 May 2017,30 Jun 2017,60,347,12,other,10,N/A,N/A,N/A,N/A,N/A,1,N/A,0,39542,-0.109,0.181,2.876,3.033,-0.027,-9.282,0.01,-0.047
hellogold,28 Aug 2017,2 Oct 2017,35,253,12,saas,19,5208991,N/A,N/A,0.05,10053,1,9332,-0.516,28580,0.002,0.145,2.304,2.401,-0.13,-1.769,0.021,-0.055
gatcoin,17 Dec 2017,5 Jan 2018,19,158,3,saas,17,14500000,14500000,1,0.2,3961,1,4423,-0.604,681451,-0.298,-0.233,-3.693,-3.429,-0.028,-1.906,-0.015,-0.064
digipulse,1 Oct 2017,31 Oct 2017,30,224,5,other,7,N/A,N/A,N/A,1.21,25137,2,6401,-0.116,4092,0.115,0.238,3.773,3.879,-0.136,-5.384,0.017,-0.022
iungo,7 Dec 2017,31 Jan 2018,55,132,5,saas,9,45978800,45978800,1,1.15,10593,1,5006,-0.587,885373,-0.158,-0.192,-3.049,-2.761,-0.06,-3.471,-0.012,-0.047
mywish,25 Oct 2017,25 Nov 2017,31,199,2,other,8,2670000,2696970,0.99,0.23,2335,1,4078,0.354,305113,0.142,0.177,2.814,2.968,0.262,-2.871,0.006,-0.033
eboost,13 Sep 2016,25 Oct 2016,42,597,12,other,N/A,N/A,N/A,N/A,0.2,N/A,1,N/A,-0.126,300469,0.238,0.133,2.105,2.09,0.091,4.206,0.013,0.005
cryptopay,2 Oct 2017,30 Oct 2017,28,225,4,blockchain,3,18148220,64815071,0.28,0.31,391,5,8673,0.243,380453,0.097,0.062,0.986,1.107,-0.323,6.48,0.003,-0.037
cryptoping,25 May 2017,24 Jun 2017,30,353,12,saas,N/A,2742420,N/A,N/A,0.28,2,8,10495,0.425,407237,-0.204,0.027,0.434,0.641,-0.072,3.619,0.013,-0.022
hush,2 May 2018,10 Jun 2018,39,2,5,blockchain,6,N/A,N/A,0,0.817,635,2,773,-0.949,69,0.014,0.159,2.518,2.577,-0.113,-2.897,0.029,-0.042
upfiring,3 Oct 2017,31 Oct 2017,28,224,12,saas,N/A,25848,N/A,N/A,0.05,N/A,1,N/A,7.382,362421,-0.261,0.211,3.355,3.446,-0.258,-1.814,0.015,-0.063
sense,7 Nov 2017,21 Nov 2017,14,203,1,telecommunications,7,15000000,15000000,1,0.1,2411,1,9051,-0.433,13019,0.027,-0.161,-2.557,-2.317,-0.264,-0.772,-0.004,-0.042
lampix,9 Aug 2017,18 Aug 2017,9,298,1,saas,13,14200000,59166667,0.24,0.26,1683,1,3399,-0.634,29039,0.073,0.059,0.935,1.174,-0.124,-5.067,0.005,-0.031
bonpay,31 Oct 2017,28 Nov 2017,28,196,4,fintech,4,10000000,N/A,N/A,0.9,970,2,10051,1.144,4834,-0.017,0.003,0.044,0.195,-0.105,-6.665,0,-0.023
vezt,4 Nov 2017,3 Dec 2017,29,191,1,entertainment,12,1378806,15320067,0.09,0.5,2793,1,5385,5.32,2379180,-0.141,-0.126,-2.002,-1.852,-0.53,-12.067,-0.011,-0.068
reftoken,17 Nov 2017,17 Dec 2017,30,177,5,fintech,8,N/A,48000000,N/A,14,2979,1,4277,-0.506,129535,0.221,0.098,1.563,1.608,-0.067,0.32,0.027,-0.046
flypme,19 Sep 2017,26 Sep 2017,7,266,5,other,1,1610000,N/A,N/A,0.07,22,1,N/A,1.578,15603,0.099,0.207,3.291,3.408,-0.573,-24.919,0.021,-0.042
tokenbox,14 Nov 2017,28 Nov 2017,14,196,2,saas,8,8000000,20000000,0.4,1,1954,1,2451,0.5,116601,-0.152,-0.126,-1.995,-1.731,0.104,4.624,-0.008,-0.04
syncfab,15 Feb 2018,15 Mar 2018,28,89,1,saas,9,9155717,19903733,0.46,0.12,10005,5,N/A,-0.612,48703,0.022,0.175,0.35,0.531,-0.498,0.346,-0.015,-0.065
blitzpredict,22 Jan 2018,22 Feb 2018,31,110,12,other,5,4374000,7290000,0.6,0.0292,13588,1,N/A,-0.677,48405,-0.04,0.076,1.204,1.324,0.346,-0.688,0.014,-0.036
parkgene,15 Jan 2018,19 Mar 2018,63,85,7,fintech,5,24335000,34764286,0.7,0.1,6752,4,775,-0.874,58791,-0.128,-1.019,-2.038,-1.71,-0.317,-3.317,-0.02,-0.056
copytrack,10 Dec 2017,10 Feb 2018,62,122,5,fintech,4,11087368,61596489,0.18,1.19,8357,5,N/A,-0.648,85931,-0.1,-0.016,-0.254,-0.041,0.191,-18.565,-0.007,-0.078
1world,5 Oct 2017,6 Nov 2017,32,218,1,blockchain,58,5000000,N/A,N/A,1.2,6820,1,7558,-0.657,357311,-0.079,-0.004,-0.064,0.13,-0.057,-5.376,-0.001,-0.086
verify,29 Nov 2017,06 Dec 2017,7,188,7,saas,6,2500000,2500000,1,0.23,3536,1,507,1.44,803439,0.323,0.116,1.838,1.97,0.114,-30.557,0.009,-0.05
ethorse,10 Jan 2018,17 Jan 2018,7,146,7,other,N/A,4800000,N/A,N/A,N/A,N/A,1,1307,0,523864,0.007,0.024,0.381,0.601,-0.074,-6.864,-0.004,-0.069
phi-token,8 Mar 2018,21 Mar 2018,13,83,5,other,4,3800000,N/A,N/A,1.61803,25899,1,3842,-0.631,58338,-0.09,-0.714,-1.428,-1.295,0.247,7.984,0.002,0.055
aigang,15 Nov 2017,15 Dec 2017,30,179,7,fintech,7,4228920,30206571,0.14,0.31,4805,1,7877,12.097,16206500,-0.222,-0.257,-4.084,-3.873,-0.235,-9.323,-0.02,-0.087
coinlancer,14 Oct 2017,15 Nov 2017,32,209,12,saas,16,11860153,49417304,0.24,0.25,7162,5,2316,0.691,3536710,0.027,-0.093,-1.484,-1.323,-0.213,-0.577,-0.009,-0.03
pylon-network,4 Oct 2017,24 Oct 2017,20,231,5,energy,11,N/A,N/A,N/A,1.79,1513,1,4016,12.201,69585,0.102,0.014,0.227,0.382,-0.409,-14.498,0.001,-0.05
biotron,27 Mar 2018,05 Apr 2018,9,68,12,other,N/A,N/A,N/A,N/A,0.22,2441,1,N/A,-0.814,955,0.168,1.337,2.675,2.832,0.388,5.649,0.009,-0.027
chainium,25 Dec 2017,12 Jan 2018,18,151,5,fintech,6,3434946,5540235,0.62,0.07,485,1,88,0.512,70198,0.07,0.553,1.106,1.254,0.505,-3.513,-0.013,-0.066
obsidian,12 Aug 2017,26 Aug 2017,14,290,4,saas,7,1566332,8701844,0.18,0.15,795,4,8965,1.49,262223,0.121,0.156,2.472,2.659,-0.032,1.287,0.004,-0.012
chronologic,25 Aug 2017,25 Sep 2017,31,260,12,fintech,3,7400000,N/A,N/A,0.1,N/A,1,N/A,108.4,23084,-0.011,0.004,0.057,0.231,0.006,7.931,0.012,0.021
daneel,29 Jan 2018,5 Mar 2018,35,99,5,fintech,8,2830400,15724444,0.18,0.28,6164,4,N/A,-0.827,130556,0.376,2.982,5.964,6.019,2.278,-12.933,0.06,-0.088
fabric-token,15 Feb 2018,1 Apr 2018,45,72,5,blockchain,3,1035986,8633217,0.12,0.1125,5337,0,1592,-0.172,83004,0.081,0.644,1.288,1.436,-2.852,-13.19,-0.01,-0.064
eventchain,13 Sep 2017,14 Oct 2017,31,241,1,entertainment,8,772896,12881600,0.06,1.47,N/A,1,26583,-0.887,1884,0.206,0.173,2.75,2.795,-0.517,-6.881,0.036,-0.016
tokenstars,31 Aug 2017,31 Oct 2017,61,224,7,other,4,4901220,7540338,0.65,0.42,17399,1,N/A,-0.165,409248,-0.278,-2.205,-4.41,-4.196,0.116,1.39,-0.028,-0.031
micromoney,18 Oct 2017,18 Nov 2017,31,206,12,fintech,18,10541585,30118814,0.35,1,5128,2,165869,-0.326,452417,0.315,0.092,1.461,1.621,-0.154,-3.218,-0.001,-0.045
signals-network,12 Mar 2018,09 Apr 2018,28,64,12,other,11,N/A,N/A,N/A,N/A,N/A,1,N/A,0,233052,-0.155,-1.231,-2.462,-2.189,0.121,-4.159,-0.018,-0.079
wandx,27 Oct 2017,21 Nov 2017,25,203,7,other,6,86654,N/A,N/A,0.09,2373,1,6516,4.727,90663,0.297,0.038,0.6,0.729,0.295,-7.803,0.011,0.025
skincoin,21 Jun 2017,21 Jul 2017,30,326,2,blockchain,6,3292183,9976312,0.33,0.04,730,7,6680,-0.08,9042,-0.176,0,-0.005,0.131,-0.339,-6.019,0.009,-0.036
goldmint,20 Sep 2017,11 Nov 2017,52,213,2,fintech,11,7300000,40555556,0.18,7,11095,10,2618,-0.634,74776,0.24,0.155,2.458,2.626,0.093,-10.281,0.008,0.009
boutspro,11 Mar 2018,25 Mar 2018,14,79,4,blockchain,30,N/A,N/A,N/A,N/A,12450,1,9958,0,100240,0.038,0.303,0.606,0.898,-0.671,-16.206,-0.008,-0.049
ethersportz,9 Jan 2018,10 Jan 2018,1,153,1,entertainment,6,3500000,3500000,1,0.5,1737,1,N/A,0.123,71545,0.123,0.035,0.559,0.7,0.939,-16.885,0.013,-0.069
hirematch,1 Oct 2017,15 Feb 2018,137,117,1,fintech,4,16000000,N/A,N/A,0.17,N/A,4,1959,-0.832,98386,0.024,0.156,2.475,2.711,-0.024,6.535,0.008,-0.01
emphy,7 Oct 2017,5 Nov 2017,29,219,5,real estate,6,44500,4450000,0.01,0.1,13646,1,13257,1.42,100754,0.14,0.242,3.849,3.936,0.039,-4.902,0.03,-0.047
live-stars,15 Jan 2018,15 Feb 2018,31,117,5,saas,5,2518564,5037128,0.5,0.2,2696,1,7668,-0.602,144179,-0.051,-0.402,-0.803,-0.552,-0.296,-7.513,-0.024,-0.073
transcodium,1 Mar 2018,30 Apr 2018,60,43,4,saas,7,10977534,29669011,0.37,0.376,6108,1,N/A,-0.625,488145,-0.186,-1.479,-2.958,-2.656,-0.769,-10.892,-0.035,-0.095
qvolta,10 Oct 2017,20 Oct 2017,10,235,7,blockchain,4,729652,4560325,0.16,0.3,1587,1,1,0.064,40141,0.056,0.144,2.293,2.393,0.086,-19.637,0.015,-0.081
tigereum,8 Dec 2017,18 Dec 2017,10,176,4,saas,8,N/A,12000000,N/A,0.8,N/A,2,3488,-0.819,195263,0.289,0.144,2.285,2.392,-0.112,-3.254,0.019,-0.052
authorship,15 Aug 2017,14 Sep 2017,30,271,1,telecommunications,2,N/A,7000000,N/A,0.04,160,1,11764,-0.287,12714,0.099,0.11,1.753,1.84,-0.104,-4.284,0.022,-0.058
earth-token,15 Dec 2017,15 Mar 2018,90,89,11,saas,11,20000000,N/A,N/A,0.16,12808,3,20397,-0.699,509033,-0.347,-2.758,-5.515,-5.313,-0.316,-5.016,-0.043,-0.051
bitjob,12 Sep 2017,13 Oct 2017,31,244,12,saas,26,2726424,11854017,0.23,0.39,2191,1,6897,-0.733,67138,-0.152,0.142,2.26,2.249,-0.174,0.13,0.012,-0.001
soma,27 Sep 2017,14 Nov 2017,48,210,5,ecommerce,11,6049621,40330807,0.15,0.74,5920,2,5174,-0.686,6114,0.393,0.15,2.379,2.469,-0.233,-7.206,0.021,-0.096
fundyourselfnow,13 Jun 2017,31 Jul 2017,48,316,12,other,9,N/A,N/A,N/A,N/A,5170,0,N/A,0,27307,0.245,0.138,2.185,2.262,0.173,0.112,0.016,0.001
monster-byte,6 Jul 2017,4 Aug 2017,29,312,10,entertainment,4,10000002,10000002,1,0.11,N/A,2,2220,-0.271,16860,0.132,0.131,2.076,2.183,0.417,-15.401,0.026,-0.002
nitro,30 Nov 2017,26 Dec 2017,26,168,3,saas,11,2694156,53883120,0.05,0.97,15881,1,3866,0.577,131540,0.072,0.073,1.166,1.233,-0.329,0.658,0.024,-0.06
blocklancer,16 Jan 2018,16 Feb 2018,31,116,5,fintech,5,30000010,90909121,0.33,0.09,N/A,1,50,-0.795,34683,0.245,0.105,1.659,1.791,0.808,-3.895,0.014,-0.038
plancoin,24 Jan 2018,23 Feb 2018,30,109,12,blockchain,N/A,1700000,N/A,N/A,0.6,N/A,1,1920,-0.584,282642,0.023,0.185,0.37,0.596,0.44,-3.601,-0.004,-0.025
wild-crypto,05 Sep 2017,11 Sep 2017,6,274,12,other,N/A,N/A,N/A,N/A,N/A,625,1,N/A,0,4468,0.035,0.128,2.03,2.15,-0.274,-2.875,0.017,-0.093
elcoin,08 Jan 2018,05 Feb 2018,28,127,5,saas,3,N/A,30000000,N/A,N/A,686,1,4463,0,11,-0.119,0.165,2.619,2.638,14.362,-387.772,37.751,-0.137
mcap,27 Apr 2017,7 May 2017,10,401,1,blockchain,N/A,44287318,N/A,N/A,4,N/A,1,156,0.635,3797,-0.098,-0.14,-2.22,-1.907,0.036,-4.8,-0.003,-0.049
oceanlab,07 Aug 2017,31 Aug 2017,24,285,12,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,29066,0.338,0.164,2.607,2.762,-0.119,18.359,0.008,0.058
suretly,11 Jul 2017,11 Aug 2017,31,305,2,fintech,7,28000001,N/A,N/A,30.93,N/A,1,1312,-0.578,12585,-0.123,-0.038,-0.611,-0.454,-0.022,-3.927,0.004,-0.047
bitair,17 Sep 2017,31 Oct 2017,44,224,12,other,N/A,21510000,N/A,N/A,0.019,N/A,1,N/A,-0.239,209739,0.138,-0.022,-0.341,-0.199,-0.207,1.334,-0.001,-0.052
crystal-clear,8 Sep 2017,8 Oct 2017,30,247,2,transportation,7,3377550,N/A,N/A,3.09,N/A,1,4540,-0.1,21319,-0.142,-0.025,-0.405,-0.291,-0.5,-9.735,0.018,-0.028
pluscoin,26 Sep 2017,10 Oct 2017,14,245,8,blockchain,12,9598000,N/A,N/A,1.49,117,7,250,-0.999,67444,-0.113,0.073,1.151,1.292,-0.681,10.1,0.047,-0.082
escroco,30 Oct 2017,28 Nov 2017,29,198,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,1,N/A,30.9,515908,0.173,0.03,0.473,0.46,-0.196,-2.346,0.015,0.019
fujinto,10 Aug 2017,10 Sep 2017,31,275,8,blockchain,4,17566200,29277000,0.6,0.07,N/A,1,956,4.452,580241,-0.345,-0.234,-3.709,-3.551,0.365,50.214,0.001,0.187
peerguess,28 Oct 2017,09 Dec 2017,42,187,12,saas,8,N/A,N/A,N/A,N/A,1055,0,2050,0,42120,-0.235,-0.063,-0.997,-1.014,-0.228,16.028,0.017,0.033
hedge,15 Sep 2017,15 Oct 2017,30,240,5,blockchain,11,2100000,15000000,0.14,0.67,N/A,3,3814,0.063,35573,0.162,0.13,2.065,2.168,-0.002,-52.183,0.059,-0.112
icos,15 Aug 2017,15 Sep 2017,31,270,2,blockchain,23,14600000,N/A,N/A,44.38,1815,3,5052,0.034,15683,0.097,0.045,0.715,0.925,-0.197,-21.451,0.001,-0.059
srcoin,1 Mar 2018,31 Mar 2018,30,73,12,insurance services,9,4000000,N/A,N/A,N/A,1200,1,962,0,132146,0.039,0.311,0.621,0.687,-1.934,11.348,-0.014,-0.027
real,31 Aug 2017,30 Sep 2017,30,255,7,real estate,6,10604571,33139284,0.32,1.38,1992,7,4541,-0.268,13785,0.004,-0.019,-0.308,-0.127,0.079,-29.945,0.014,-0.095
clearcoin,16 Nov 2017,31 Mar 2018,135,73,1,other,17,4350000,N/A,N/A,0.01,24816,3,N/A,0.551,93524,0.055,-0.045,-0.708,-0.49,0.464,-2.518,-0.016,-0.143
ethbits,15 Apr 2017,13 May 2017,28,395,4,saas,4,1216178,N/A,N/A,1.14,5995,1,5632,0.921,3027,0.061,0.248,3.939,3.941,30.611,-17.019,1.974,-0.067
darcrus,21 Dec 2016,26 Dec 2016,5,533,12,saas,3,29742,129313,0.23,0.02,1550,1,9442,0.05,6268,0.361,0.165,2.626,2.871,0.983,22.521,0.016,0.054
mercury-protocol,23 Oct 2017,23 Nov 2017,31,201,1,saas,15,4749479,19789496,0.24,0.043,745,1,5489,-0.07,42740,0.143,0.088,1.404,1.561,-0.034,-6.168,0.015,-0.091
trakinvest,8 Feb 2018,7 Mar 2018,27,97,7,fintech,14,50000000,N/A,N/A,N/A,38063,2,474,0,262810,-0.011,-0.09,-0.179,-0.092,-1.544,-45.449,-0.016,-0.077
crycash,12 Dec 2017,31 Jan 2018,50,132,5,blockchain,6,N/A,N/A,N/A,N/A,3093,3,1454,0,50581,0.069,0.549,1.097,1.352,0.199,2.22,-0.009,-0.031
farad,1 Oct 2017,31 Oct 2017,30,224,12,energy,10,N/A,N/A,N/A,0.13,76,1,3423,-0.395,39680,0.055,0.123,1.953,2.048,-0.119,-0.462,0.012,-0.008
neverdie,30 Jun 2017,1 Sep 2017,63,284,1,entertainment,2,5800000,10000000,0.58,0.25,18,6,1490,-0.193,43022,-0.071,-0.162,-2.571,-2.314,-0.254,-4.34,0.005,-0.064
musiconomi,27 Aug 2017,27 Sep 2017,31,258,12,other,6,N/A,N/A,N/A,0.01,N/A,1,N/A,10.468,735,0.087,0.118,1.867,1.965,-0.012,-1.49,0.02,-0.002
etheriya,21 Jun 2017,10 Aug 2017,50,306,12,saas,N/A,30000,35294,0.85,0.25,N/A,2,603,5.4,23481,0.178,0.021,0.333,0.439,1.279,-18.271,0.041,-0.06
global-jobcoin,28 Oct 2017,6 Dec 2017,39,188,6,saas,6,N/A,N/A,N/A,1.31,N/A,2,12039,-0.817,14648,0.138,0.134,2.13,2.223,0.685,19.261,0.082,0.151
newbium,1 May 2016,31 May 2016,30,742,12,saas,N/A,38180,636333,0.06,N/A,N/A,1,3303,0,11,0.274,0.221,3.509,3.529,-0.234,-184.839,0.089,-0.183
blockpay,23 Aug 2016,15 Sep 2016,23,635,6,saas,1,53836010,N/A,N/A,0.12,N/A,2,N/A,0.762,483,-0.158,-0.007,-0.108,0.065,0.457,-8.791,0.028,-0.074
regalcoin,22 Aug 2017,22 Sep 2017,31,263,12,blockchain,N/A,N/A,N/A,N/A,0.97,5444,1,9595,10.742,3808740,0.396,0.222,3.528,3.701,-0.248,4.844,-0.006,-0.042
tigercoin,25 Feb 2018,25 Mar 2018,28,79,12,fintech,N/A,N/A,N/A,N/A,N/A,504,0,N/A,0,0,-0.234,-0.129,-2.045,-1.905,-0.249,-1.676,0.046,-0.023
300-token,30 Jun 2017,6 Jul 2017,6,341,12,blockchain,N/A,16724,23891,0.7,79.76,N/A,1,877,7.334,22581,-0.156,0.032,0.508,0.634,0.528,-33.789,0.017,-0.041
ccore,9 Nov 2017,30 Nov 2017,21,194,12,fintech,10,1400000,N/A,N/A,0.45,2001,1,3973,1.163,15228,0.112,0.116,1.838,1.962,0.252,20.683,0.047,0.188
abjcoin,1 Sep 2017,30 Oct 2017,59,225,12,blockchain,12,N/A,1290000,N/A,0.5,1810,1,N/A,0.183,87523,0.089,0.225,3.576,3.6,0.4,17.715,0.105,-0.051
bankcoin,5 Nov 2016,19 Dec 2016,44,540,10,fintech,4,1000000,6250000,0.16,0.25,20,1,1917,0.998,47742,0.113,0.229,3.628,3.73,0.209,-39.794,0.065,-0.132
bolenum,15 Jul 2017,14 Aug 2017,30,302,12,blockchain,N/A,19121,N/A,N/A,5.98,N/A,3,54517,-0.996,13218,-0.094,0.117,1.851,1.892,1.071,-5.75,0.029,-0.066
icobid,09 Dec 2016,09 Jan 2017,31,519,12,other,N/A,N/A,N/A,N/A,0,N/A,0,N/A,0,808,0.245,0.138,2.187,2.241,0.772,-15.161,0.026,-0.098
iconic,01 Mar 2018,31 Mar 2018,30,73,12,fintech,N/A,N/A,N/A,N/A,N/A,2905,1,N/A,0,180,0.238,0.156,2.473,2.549,0.5,9.24,0.035,0.009
skrumble-network,05 May 2018,07 May 2018,2,36,12,fintech,25,16472800,16472800,1,0.0515,53923,1,2041,0.873,32789700,-0.173,-1.373,-2.747,-2.459,-0.479,-2.955,-0.032,-0.115
seele,03 Apr 2018,03 Apr 2018,0,70,12,blockchain,N/A,12133800,12133800,1,0.0324,13023,1,N/A,8.3,1750560,-1.316,-2.28,-4.56,-4.089,0.076,2.207,-0.017,-0.021
educoin,18 Mar 2018,25 Mar 2018,7,79,7,social services,6,N/A,N/A,N/A,N/A,372,1,7,0,4,0.222,0.158,2.513,2.518,-7.087,13.573,0.738,0.029
libra-credit,01 May 2018,01 Jun 2018,31,11,7,fintech,10,26400000,26400000,1,0.1,95135,1,N/A,1.986,4569100,-0.27,-2.144,-4.288,-3.968,-0.499,-3.434,-0.03,-0.042
bezant,,11 May 2018,8,32,7,blockchain,23,27500000,39855072,0.69,0.1,5221,2,1921,1.1,1779890,-0.106,-0.841,-1.683,-1.4,-0.711,-17.871,-0.024,-0.088
traxia,1 May 2018,2 Jun 2018,32,10,6,fintech,11,15000000,15151515,0.99,0.06,4405,1,2421,-0.075,622114,-5.023,-8.7,-17.399,-16.994,-1.1,-10.111,-0.116,-0.117
hurify,1 Feb 2018,28 Feb 2018,27,104,1,saas,6,21731500,N/A,N/A,N/A,67019,1,4,0,1393930,-3.051,-5.285,-10.57,-10.146,0.699,4.809,-0.043,-0.061
