coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
spectiv,8 Dec 2017,31 Dec 2017,23.0,144.0,1,entertainment,8,7605767.0,10600000.0,0.72,0.5,N/A,0,3276,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hellogold,28 Aug 2017,2 Oct 2017,35.0,234.0,12,saas,19,5208991.0,N/A,N/A,0.03,1509,0,1974,-0.19,28580,-0.0,0.14,2.29,2.47,-0.124,8.0,0.024,-0.01
tokes,2 Dec 2016,16 Jan 2017,45.0,493.0,1,blockchain,3,N/A,N/A,N/A,N/A,N/A,0,8500,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
opus,24 Jul 2017,24 Aug 2017,31.0,273.0,12,entertainment,11,5737250.0,20000000.0,0.29,0.04,1618,0,3622,0.3,37435,-0.08,-0.0,-0.01,0.25,-0.125,65.5,0.035,0.305
clearpoll,2 Oct 2017,26 Oct 2017,24.0,210.0,9,saas,9,N/A,1300000.0,N/A,0.13,863,0,120070,2.34,94539,-0.13,0.19,3.04,3.27,-0.133,3.0,0.015,-0.02
hoqu,27 Nov 2017,26 Feb 2018,91.0,87.0,4,fintech,5,18782400.0,33200000.0,0.57,0.22,14977,0,6125,-0.66,29097,-0.15,-0.04,-0.63,-0.14,0.064,-4.0,-0.009,-0.09
bitdice,15 Aug 2017,15 Sep 2017,31.0,251.0,10,other,1,8748793.0,25000000.0,0.35,0.1,734,0,3503,0.49,60084,0.1,0.18,2.83,3.38,-0.165,4.0,0.004,-0.02
dether,07 Feb 2018,07 Mar 2018,28.0,78.0,5,saas,8,13444650.0,13400000.0,1.0,0.23,6929,0,1276,-0.34,40103,-0.32,-0.11,-1.69,-1.25,0.585,7.5,0.002,-0.045
cryptopay,2 Oct 2017,30 Oct 2017,28.0,206.0,4,blockchain,3,18148220.0,64300000.0,0.28,0.31,N/A,0,8451,0.24,380453,0.1,0.07,1.04,1.26,-0.277,24.0,0.006,0.06
fidentiax,6 Nov 2017,5 Dec 2017,29.0,170.0,7,saas,8,1566283.0,2900000.0,0.54,0.03,2493,0,3906,8.27,77268,0.26,0.07,1.06,1.28,-0.233,-1.5,0.002,-0.095
biocoin,1 Nov 2017,18 Feb 2018,109.0,95.0,2,other,18,16000000.0,15000000.0,1.0,16.0,331,0,1255,-1.0,41016,-0.11,-0.18,-2.92,-2.22,0.111,21.0,-0.006,0.04
bezop,20 Dec 2017,10 Jan 2018,21.0,134.0,12,other,4,N/A,N/A,N/A,N/A,5446,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
atlant,7 Sep 2017,1 Nov 2017,55.0,204.0,2,real estate,12,6663530.0,69200000.0,0.1,0.57,5217,0,4038,-0.31,323580,-0.27,0.04,0.68,1.03,-0.204,10.0,0.006,-0.07
internxt,7 Sep 2017,28 Sep 2017,21.0,238.0,5,saas,5,220800.0,41000000.0,0.01,1.01,9773,0,N/A,2.13,294867,0.16,0.18,2.87,3.1,-0.087,-9.0,0.023,-0.1
voise,6 May 2017,6 Jun 2017,31.0,352.0,5,saas,N/A,646.0,N/A,N/A,N/A,8695,0,23994,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockpool,01 May 2017,30 Jun 2017,60.0,328.0,12,other,10,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
amlt,11 Dec 2017,29 Jan 2018,49.0,115.0,12,blockchain,N/A,19042042.0,16000000.0,1.0,0.39,5045,0,N/A,-0.8,263017,-0.16,-1.29,-2.57,-1.82,0.101,9.0,-0.001,-0.06
peculium,21 Dec 2017,24 Jan 2018,34.0,120.0,5,fintech,52,9917634.0,2000000.0,1.0,0.01,N/A,0,16351,-0.58,69616,0.0,0.03,0.05,0.4,0.052,14.5,0.007,-0.025
mywish,25 Oct 2017,25 Nov 2017,31.0,180.0,2,other,8,2670000.0,2700000.0,0.99,0.23,2280,0,3934,0.35,305113,0.14,0.18,2.8,3.08,0.272,18.5,0.009,-0.015
sether,15 Jan 2018,15 Jan 2018,0.0,129.0,5,saas,14,28000000.0,N/A,N/A,3.9,6989,0,10941,-0.67,46969,-0.1,-0.05,-0.81,-0.42,-0.226,7.0,-0.009,-0.07
herocoin,14 Sep 2017,14 Oct 2017,30.0,222.0,5,other,7,2021034.0,16000000.0,0.13,0.03,1969,0,N/A,-0.32,852325,0.3,0.16,2.55,2.67,-0.52,13.5,0.026,-0.025
hush,02 May 2018,10 Jun 2018,39.0,-17.0,5,blockchain,12,N/A,N/A,0.0,0.82,598,0,781,-0.95,69,0.01,0.16,2.51,2.62,-0.129,5.0,0.032,-0.02
gatcoin,17 Dec 2017,5 Jan 2018,19.0,139.0,3,saas,17,14500000.0,14500000.0,1.0,0.2,4007,0,4359,-0.6,681451,-0.3,-0.23,-3.69,-3.21,0.005,19.5,-0.015,-0.085
parkgene,15 Jan 2018,19 Mar 2018,63.0,66.0,7,fintech,5,24335000.0,35000000.0,0.7,0.1,7283,0,777,-0.87,58791,-0.49,-0.85,-1.7,-1.13,-1.381,-1.5,-0.022,-0.085
digipulse,1 Oct 2017,31 Oct 2017,30.0,205.0,5,other,6,N/A,N/A,N/A,1.21,25728,0,6234,-0.12,4092,0.12,0.24,3.77,3.96,-0.144,6.0,0.018,-0.06
eboost,13 Sep 2016,25 Oct 2016,42.0,576.0,12,other,N/A,N/A,N/A,N/A,0.2,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
1world,5 Oct 2017,6 Nov 2017,32.0,199.0,1,blockchain,66,5000000.0,N/A,N/A,1.2,7099,0,7436,-0.66,357311,-0.08,-0.01,-0.12,0.24,-0.267,13.5,-0.004,-0.035
blockcat,15 Jul 2017,14 Aug 2017,30.0,283.0,1,saas,7,6284400.0,5000000.0,1.0,1.0,N/A,0,7854,0.08,28777,0.19,0.06,0.96,1.26,-0.19,7.5,0.007,-0.055
upfiring,3 Oct 2017,31 Oct 2017,28.0,205.0,12,saas,N/A,25848.0,N/A,N/A,0.05,N/A,0,N/A,7.38,362421,-0.26,0.21,3.33,3.5,-0.28,19.5,0.018,0.065
real,31 Aug 2017,30 Sep 2017,30.0,236.0,7,real estate,4,10604571.0,33000000.0,0.32,1.38,2059,0,4514,-0.27,13785,0.0,-0.02,-0.34,-0.02,0.083,-55.5,0.016,-0.065
vezt,4 Nov 2017,3 Dec 2017,29.0,172.0,1,entertainment,19,1378806.0,15000000.0,0.09,0.5,2849,0,5373,5.32,2379180,-0.14,-0.13,-2.04,-1.76,-0.558,-21.5,-0.012,-0.065
daneel,29 Jan 2018,5 Mar 2018,35.0,80.0,5,fintech,15,2830400.0,16000000.0,0.18,0.29,6378,0,N/A,-0.83,130556,0.37,2.97,5.94,6.04,3.157,-3.0,0.105,-0.1
dcorp,01 Jun 2017,29 Jun 2017,28.0,329.0,12,fintech,4,N/A,N/A,N/A,N/A,1713,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
chainium,25 Dec 2017,12 Jan 2018,18.0,132.0,5,fintech,6,3434946.0,5500000.0,0.62,0.07,N/A,0,53,0.51,70198,0.07,0.52,1.04,1.3,1.086,-5.0,-0.003,-0.06
privatix,19 Oct 2017,16 Nov 2017,28.0,189.0,12,saas,16,2391939.0,15000000.0,0.16,3.3,1944,0,706,-0.05,99333,0.11,0.15,2.41,2.56,-0.138,22.5,0.023,0.065
reftoken,17 Nov 2017,17 Dec 2017,30.0,158.0,5,fintech,8,N/A,48000000.0,N/A,14.0,2952,0,4225,-0.51,129535,0.22,0.1,1.57,1.65,-0.058,1.0,0.031,-0.03
bonpay,31 Oct 2017,28 Nov 2017,28.0,177.0,4,fintech,4,10000000.0,N/A,N/A,0.6,N/A,0,10053,2.22,4834,-0.02,0.0,0.04,0.31,-0.075,10.5,0.001,-0.015
syncfab,15 Feb 2018,15 Mar 2018,28.0,70.0,1,saas,9,9155717.0,19700000.0,0.46,0.12,10245,0,N/A,-0.61,48703,0.02,0.14,0.28,0.61,-0.557,6.0,-0.008,-0.03
starbase,9 Nov 2017,24 Nov 2017,15.0,181.0,8,saas,5,8842000.0,10000000.0,0.88,0.1,N/A,0,183,0.08,11977,0.31,0.15,2.32,2.34,1.89,-22.5,0.276,-0.245
cryptoping,25 May 2017,24 Jun 2017,30.0,334.0,12,saas,0,2742420.0,N/A,N/A,0.28,2,0,10402,0.42,407237,-0.19,0.03,0.48,0.86,-0.084,6.0,0.014,-0.07
copytrack,10 Dec 2017,10 Feb 2018,62.0,103.0,5,fintech,4,11087368.0,62900000.0,0.18,1.19,8588,0,N/A,-0.65,85931,-0.1,-0.02,-0.35,0.04,0.306,3.0,-0.005,-0.08
autonio,22 Sep 2017,22 Oct 2017,30.0,214.0,12,fintech,9,N/A,10000000.0,N/A,0.1,4188,0,6691,-0.96,11004,0.36,0.27,4.26,4.36,-0.821,22.5,0.043,-0.045
experty,25 Jan 2018,25 Feb 2018,31.0,88.0,6,telecommunications,15,9468000.0,9500000.0,1.0,1.05,14254,0,15739,-0.37,1742640,-0.58,-0.12,-1.85,-1.38,-0.106,-3.5,-0.016,-0.065
iungo,7 Dec 2017,31 Jan 2018,55.0,113.0,5,saas,14,45978800.0,46000000.0,1.0,1.15,10829,0,4961,-0.59,885373,-0.17,-0.2,-3.17,-2.64,0.002,5.5,-0.013,-0.075
ethorse,10 Jan 2018,17 Jan 2018,7.0,127.0,7,other,N/A,4800000.0,N/A,N/A,0.05,N/A,0,1277,1.72,523864,0.01,0.03,0.4,0.8,-0.038,2.5,-0.003,-0.055
lampix,9 Aug 2017,18 Aug 2017,9.0,279.0,1,saas,13,14200000.0,60000000.0,0.24,0.11,1644,0,3335,-0.13,29039,0.07,0.06,0.89,1.33,-0.116,9.0,0.005,-0.04
zrcoin,11 May 2017,9 Jun 2017,29.0,349.0,2,blockchain,11,7000000.0,N/A,N/A,1.55,919,0,N/A,47.35,2303,0.08,0.03,0.5,0.62,-0.098,-1.0,0.006,-0.07
transcodium,1 Mar 2018,30 Apr 2018,60.0,24.0,4,saas,7,10977534.0,30000000.0,0.37,0.38,6237,0,N/A,-0.63,488145,-0.6,-1.05,-2.09,-1.54,-0.515,-9.5,-0.015,-0.035
aigang,15 Nov 2017,15 Dec 2017,30.0,160.0,7,fintech,7,4228920.0,31100000.0,0.14,0.31,4650,0,7842,12.1,16206500,-0.22,-0.26,-4.06,-3.68,-0.219,0.5,-0.02,-0.085
live stars,15 Jan 2018,15 Feb 2018,31.0,98.0,5,saas,6,2518564.0,5000000.0,0.5,0.2,2763,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tokenbox,14 Nov 2017,28 Nov 2017,14.0,177.0,2,saas,8,8000000.0,20000000.0,0.4,1.0,2008,0,2414,0.5,116601,-0.15,-0.12,-1.91,-1.43,0.083,15.5,-0.009,0.035
verify,29 Nov 2017,06 Dec 2017,7.0,169.0,7,saas,9,2500000.0,2500000.0,1.0,0.23,3568,0,510,1.44,803439,0.32,0.12,1.86,2.1,0.165,-14.0,0.011,-0.12
ethbits,15 Apr 2017,13 May 2017,28.0,376.0,4,saas,3,1216178.0,N/A,N/A,1.14,6647,0,5537,0.92,3027,0.06,0.25,3.94,3.94,30.758,-17.0,2.073,-0.06
fabric token,15 Feb 2018,1 Apr 2018,45.0,53.0,5,blockchain,10,1035986.0,9000000.0,0.12,0.11,5212,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
darcrus,21 Dec 2016,26 Dec 2016,5.0,514.0,12,saas,1,29742.0,N/A,0.23,0.02,1539,0,9397,0.05,6268,0.36,0.17,2.66,3.11,-0.495,35.5,0.025,0.245
goldmint,20 Sep 2017,11 Nov 2017,52.0,194.0,2,fintech,11,7300000.0,40000000.0,0.18,7.0,11053,0,2587,-0.63,74776,0.24,0.16,2.47,2.78,-0.037,15.5,0.005,-0.075
trakinvest,8 Feb 2018,7 Mar 2018,27.0,78.0,7,fintech,14,50000000.0,N/A,N/A,0.85,39082,0,471,-0.85,262810,-0.01,-0.1,-0.2,-0.05,0.503,42.5,0.013,0.255
micromoney,18 Oct 2017,18 Nov 2017,31.0,187.0,12,fintech,18,10541585.0,30000000.0,0.35,1.0,5245,0,166032,-0.33,452417,0.31,0.09,1.47,1.76,-0.16,9.5,0.001,-0.045
soma,27 Sep 2017,14 Nov 2017,48.0,191.0,5,ecommerce,11,6049621.0,39800000.0,0.15,0.74,1583,0,4864,-0.69,6114,0.39,0.15,2.37,2.54,-0.32,0.5,0.027,-0.115
pylon network,4 Oct 2017,24 Oct 2017,20.0,212.0,5,energy,20,N/A,N/A,N/A,1.79,1513,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hirematch,1 Oct 2017,15 Feb 2018,137.0,98.0,1,fintech,4,16000000.0,N/A,N/A,0.17,N/A,0,1937,-0.83,98386,0.03,0.16,2.52,2.95,-0.044,2.5,0.018,0.015
ethersportz,9 Jan 2018,10 Jan 2018,1.0,134.0,1,entertainment,6,3500000.0,3500000.0,1.0,0.5,1787,0,N/A,0.12,71545,0.12,0.04,0.57,0.83,1.105,-0.5,0.019,-0.085
eventchain,13 Sep 2017,14 Oct 2017,31.0,222.0,1,entertainment,8,772896.0,13500000.0,0.06,1.47,N/A,0,36341,-0.89,1884,0.21,0.17,2.74,2.82,-0.52,3.5,0.041,-0.025
boutspro,11 Mar 2018,25 Mar 2018,14.0,60.0,4,blockchain,32,N/A,7000000.0,N/A,0.01,13252,0,9853,1.23,100240,0.97,1.67,3.34,3.82,-0.376,2.5,0.02,-0.015
crycash,12 Dec 2017,31 Jan 2018,50.0,113.0,5,blockchain,6,N/A,N/A,N/A,1.1,3154,0,1433,-0.57,50581,0.07,0.57,1.14,1.6,0.102,-0.0,0.003,-0.09
coinlancer,14 Oct 2017,15 Nov 2017,32.0,190.0,12,saas,36,11860153.0,50000000.0,0.24,0.25,7268,0,2240,0.69,3536710,0.03,-0.09,-1.49,-1.2,-0.208,-3.5,-0.011,-0.025
blitzpredict,22 Jan 2018,22 Feb 2018,31.0,91.0,12,other,5,4374000.0,7300000.0,0.6,0.03,14046,0,N/A,-0.69,48405,-0.04,-0.31,-0.63,-0.4,0.762,-19.5,0.015,-0.165
obsidian,12 Aug 2017,26 Aug 2017,14.0,271.0,4,saas,6,1566332.0,8820000.0,0.18,0.15,810,0,8844,1.49,262223,0.12,0.15,2.45,2.78,-0.045,6.0,0.004,-0.03
tokenstars,31 Aug 2017,31 Oct 2017,61.0,205.0,7,other,4,4901220.0,7500000.0,0.65,0.42,18265,0,N/A,-0.17,409248,-2.58,-4.47,-8.94,-8.55,-0.147,1.5,-0.078,-0.145
qvolta,10 Oct 2017,20 Oct 2017,10.0,216.0,7,blockchain,4,729652.0,4700000.0,0.16,0.3,1613,0,N/A,0.06,40141,0.06,0.14,2.28,2.47,0.142,26.0,0.017,0.04
neverdie,30 Jun 2017,1 Sep 2017,63.0,265.0,1,entertainment,2,5800000.0,10000000.0,0.58,0.25,2,0,1487,-0.19,43022,-0.08,-0.16,-2.59,-2.12,-0.247,-9.0,0.007,-0.06
skincoin,21 Jun 2017,21 Jul 2017,30.0,307.0,2,blockchain,5,3292183.0,10000000.0,0.33,0.04,707,0,6675,-0.08,9042,-0.18,0.0,0.0,0.25,-0.346,-16.5,0.01,-0.075
chronologic,25 Aug 2017,25 Sep 2017,31.0,241.0,12,fintech,3,7400000.0,N/A,N/A,0.1,N/A,0,N/A,108.4,23084,-0.02,-0.0,-0.02,0.3,-0.011,-0.5,0.012,-0.065
blocklancer,16 Jan 2018,16 Feb 2018,31.0,97.0,5,fintech,5,30000010.0,90000000.0,0.33,0.09,N/A,0,51,-0.79,34683,0.24,1.93,3.85,4.05,0.998,4.0,0.022,-0.01
biotron,27 Mar 2018,05 Apr 2018,9.0,49.0,12,other,N/A,N/A,N/A,N/A,0.22,2460,0,N/A,-0.81,955,0.16,1.3,2.61,2.89,0.652,17.5,0.019,-0.045
centra,03 Aug 2017,02 Oct 2017,60.0,234.0,1,fintech,19,26100000.0,26100000.0,1.0,0.73,1198,0,47,-0.53,2484,0.24,0.14,2.22,2.25,-0.242,-1.0,0.044,-0.05
bitjob,12 Sep 2017,13 Oct 2017,31.0,223.0,12,saas,26,2726424.0,12000000.0,0.23,0.39,2187,0,6882,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
wandx,27 Oct 2017,21 Nov 2017,25.0,184.0,7,other,6,86654.0,N/A,N/A,0.09,2387,0,6199,4.73,90663,0.3,0.04,0.6,0.84,-0.041,1.5,0.01,-0.055
emphy,7 Oct 2017,5 Nov 2017,29.0,200.0,5,real estate,5,44500.0,7260000.0,0.01,0.1,N/A,0,2647,1.42,100754,0.14,0.24,3.84,4.0,0.058,-58.5,0.03,-0.225
fundyourselfnow,13 Jun 2017,31 Jul 2017,48.0,297.0,12,other,9,N/A,N/A,N/A,N/A,5223,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nitro,30 Nov 2017,26 Dec 2017,26.0,149.0,3,saas,11,2694156.0,58000000.0,0.05,0.97,16395,0,3727,0.58,131540,0.07,0.07,1.18,1.3,-0.461,-7.5,0.028,0.095
mcap,27 Apr 2017,7 May 2017,10.0,382.0,1,blockchain,N/A,44287318.0,N/A,N/A,4.0,N/A,0,152,0.64,3797,-0.1,-0.14,-2.3,-1.73,0.03,5.0,-0.003,-0.04
oceanlab,07 Aug 2017,31 Aug 2017,24.0,266.0,12,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
authorship,15 Aug 2017,14 Sep 2017,30.0,252.0,1,telecommunications,1,N/A,7000000.0,N/A,0.04,136,0,11621,-0.29,12714,0.1,0.11,1.74,1.9,-0.098,10.5,0.02,-0.015
suretly,11 Jul 2017,11 Aug 2017,31.0,286.0,2,fintech,6,28000001.0,N/A,N/A,30.93,N/A,0,N/A,-0.58,12585,-0.12,-0.04,-0.67,-0.38,-0.007,4.5,0.004,-0.075
pluscoin,26 Sep 2017,10 Oct 2017,14.0,226.0,8,blockchain,13,9598000.0,N/A,N/A,1.49,114,0,237,-1.0,67444,-0.11,0.08,1.23,1.48,-0.763,128.0,0.052,1.54
peerguess,28 Oct 2017,09 Dec 2017,42.0,166.0,12,saas,13,N/A,N/A,N/A,0.06,1046,0,2031,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crystal clear,8 Sep 2017,8 Oct 2017,30.0,228.0,2,transportation,7,3377550.0,N/A,N/A,3.09,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitair,17 Sep 2017,31 Oct 2017,44.0,205.0,12,other,N/A,21510000.0,N/A,N/A,0.02,N/A,0,N/A,-0.28,209739,0.14,-0.02,-0.32,-0.06,-0.259,18.0,-0.008,0.01
escroco,30 Oct 2017,28 Nov 2017,29.0,177.0,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hedge,15 Sep 2017,15 Oct 2017,30.0,221.0,5,blockchain,9,2100000.0,15000000.0,0.14,0.67,N/A,0,3766,0.06,35573,0.16,0.13,2.06,2.25,-0.264,-8.5,0.062,-0.145
leverj,7 Nov 2017,7 Dec 2017,30.0,168.0,12,saas,6,13049080.0,51000000.0,0.26,0.15,3724,0,4992,0.82,47085,-0.14,-0.14,-2.28,-1.88,-0.005,4.0,-0.001,-0.01
target coin,15 Jul 2017,31 Aug 2017,47.0,266.0,12,blockchain,4,20711412.0,N/A,0.3,0.05,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
eroscoin,11 Oct 2017,15 Nov 2017,35.0,190.0,12,other,7,N/A,N/A,N/A,0.05,N/A,0,N/A,1.94,8548340,0.08,-0.07,-1.15,-0.68,0.016,8.0,-0.003,0.01
starta,4 Jul 2017,3 Aug 2017,30.0,294.0,2,fintech,13,50000009.0,N/A,N/A,1.0,N/A,0,N/A,-0.2,6482,0.17,0.05,0.73,1.1,-0.643,19.0,0.025,0.11
flypme,19 Sep 2017,26 Sep 2017,7.0,247.0,5,other,1,1610000.0,N/A,N/A,0.07,22,0,N/A,1.58,15603,0.1,0.21,3.3,3.52,-0.539,-4.0,0.024,-0.1
sense,7 Nov 2017,21 Nov 2017,14.0,184.0,1,telecommunications,7,15000000.0,15000000.0,1.0,0.1,2448,0,9652,-0.43,13019,0.03,-0.16,-2.58,-2.15,-0.275,-0.5,-0.004,-0.075
tigereum,8 Dec 2017,18 Dec 2017,10.0,157.0,4,saas,15,N/A,12000000.0,N/A,0.07,N/A,0,5278,1.07,195263,0.29,0.14,2.27,2.46,-0.087,5.0,0.024,-0.05
farad,1 Oct 2017,31 Oct 2017,30.0,205.0,12,energy,11,N/A,N/A,N/A,0.13,76,0,3419,-0.39,39680,0.05,0.12,1.95,2.13,-0.132,-13.5,0.013,-0.195
musiconomi,27 Aug 2017,27 Sep 2017,31.0,239.0,12,other,6,N/A,N/A,N/A,0.01,N/A,0,N/A,10.47,735,0.09,0.12,1.87,2.05,-0.014,-1.5,0.023,-0.075
bitpark coin,15 Sep 2016,20 Oct 2016,35.0,581.0,8,fintech,1,29195.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
monster byte,6 Jul 2017,4 Aug 2017,29.0,293.0,10,entertainment,2,10000002.0,N/A,1.0,0.11,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
etheriya,21 Jun 2017,10 Aug 2017,50.0,287.0,12,saas,N/A,30000.0,N/A,0.85,0.25,N/A,0,589,5.4,23481,0.18,0.02,0.34,0.53,1.018,13.0,0.044,-0.02
global jobcoin,28 Oct 2017,6 Dec 2017,39.0,169.0,6,saas,4,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
elcoin,08 Jan 2018,05 Feb 2018,28.0,108.0,5,saas,18,N/A,30000000.0,N/A,N/A,697,0,4531,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockpay,23 Aug 2016,15 Sep 2016,23.0,616.0,6,saas,1,53836010.0,N/A,N/A,0.12,N/A,0,N/A,0.76,483,-0.17,-0.01,-0.13,0.18,0.461,-33.5,0.029,-0.215
regalcoin,22 Aug 2017,22 Sep 2017,31.0,244.0,12,blockchain,N/A,N/A,N/A,N/A,N/A,5625,0,9613,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
newbium,1 May 2016,31 May 2016,30.0,723.0,12,saas,N/A,38180.0,600000.0,0.06,N/A,N/A,0,3264,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
tigercoin,25 Feb 2018,25 Mar 2018,28.0,60.0,12,fintech,N/A,N/A,N/A,N/A,N/A,507,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fujinto,10 Aug 2017,10 Sep 2017,31.0,256.0,8,blockchain,4,17566200.0,N/A,0.6,0.07,N/A,0,941,4.45,580241,-0.34,-0.24,-3.74,-3.46,0.305,-12.5,-0.002,-0.165
300 token,30 Jun 2017,6 Jul 2017,6.0,322.0,12,blockchain,N/A,16724.0,N/A,0.7,79.76,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ccore,9 Nov 2017,30 Nov 2017,21.0,175.0,12,fintech,8,1400000.0,N/A,N/A,0.45,2079,0,4006,1.16,15228,0.11,0.12,1.84,2.07,0.298,39.0,0.041,-0.07
abjcoin,1 Sep 2017,30 Oct 2017,59.0,206.0,12,blockchain,10,N/A,1290000.0,N/A,0.5,1848,0,N/A,0.18,87523,0.09,0.23,3.57,3.62,0.328,46.0,0.115,0.09
bankcoin,5 Nov 2016,19 Dec 2016,44.0,521.0,10,fintech,2,1000000.0,N/A,0.16,0.25,20,0,2530,1.0,47742,0.11,0.23,3.65,3.83,0.207,-3.0,0.066,-0.11
bolenum,15 Jul 2017,14 Aug 2017,30.0,283.0,12,blockchain,N/A,19121.0,N/A,N/A,5.98,N/A,0,54588,-1.0,13218,-0.1,0.12,1.85,1.93,-0.255,-42.5,0.036,-0.155
icobid,09 Dec 2016,09 Jan 2017,31.0,500.0,12,other,N/A,N/A,N/A,N/A,0.0,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
iconic,01 Mar 2018,31 Mar 2018,30.0,54.0,12,fintech,N/A,N/A,N/A,N/A,N/A,3025,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
copico,16 Oct 2017,16 Nov 2017,31.0,189.0,12,blockchain,2,N/A,N/A,N/A,0.01,1161,0,N/A,1.25,107543,0.05,0.22,3.42,3.57,0.034,44.5,0.023,-0.145
educoin,18 Mar 2018,25 Mar 2018,7.0,60.0,7,social services,4,N/A,N/A,N/A,N/A,377,0,7,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
apis,4 Mar 2018,3 Apr 2018,30.0,51.0,7,blockchain,21,N/A,3706.57,N/A,0.0,N/A,0,19122,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gems,30 Jan 2018,01 Feb 2018,2.0,112.0,12,fintech,2,N/A,N/A,N/A,0.07,33304,0,19437,-0.67,4746,-0.07,0.01,0.16,1.26,-1.597,nan,0.162,nan
patron,27 Mar 2018,9 May 2018,43.0,15.0,8,saas,26,40000000.0,35000000.0,1.0,0.5,14917,0,21593,-0.86,933787,-41.24,-71.44,-142.87,-111.12,-0.333,nan,-0.053,nan
aware,04 Jan 2018,30 Jan 2018,26.0,114.0,12,fintech,N/A,N/A,N/A,N/A,0.06,600,0,N/A,0.57,1391910,-0.31,-0.19,-2.96,-1.43,-0.006,nan,-0.003,nan
plancoin,24 Jan 2018,23 Feb 2018,30.0,90.0,12,blockchain,N/A,1700000.0,N/A,N/A,0.6,N/A,0,1891,-0.58,282642,0.42,0.73,1.45,2.72,0.671,nan,0.015,nan
tokia,4 Dec 2017,15 Mar 2018,101.0,70.0,4,fintech,7,30000000.0,N/A,N/A,1.0,8211,0,1543,-0.81,641864,5.94,10.29,20.58,21.75,9.0,nan,0.4,nan
invacio,12 Mar 2018,30 Apr 2018,49.0,24.0,4,fintech,15,1912074.0,30000000.0,0.06,1.0,10282,0,3933,-0.86,336316,-inf,-inf,-inf,-inf,nan,nan,nan,nan
key,23 Sep 2017,23 Oct 2017,30.0,213.0,12,fintech,N/A,21780000.0,N/A,N/A,0.01,N/A,0,N/A,0.06,496995,-0.28,-0.49,-0.98,1.63,0.982,nan,0.006,nan
