coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
daneel,29 Jan 2018,5 Mar 2018,35,80,5,fintech,15,2830400,16000000,0.18,0.29,6378,4,N/A,-0.83,130556,0.37,2.97,5.94,6.04,3.157,-3,0.105,-0.1
dcorp,01 Jun 2017,29 Jun 2017,28,329,12,fintech,4,N/A,N/A,N/A,N/A,1713,3,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
chainium,25 Dec 2017,12 Jan 2018,18,132,5,fintech,6,3434946,5500000,0.62,0.07,N/A,1,53,0.51,70198,0.07,0.52,1.04,1.3,1.086,-5,-0.003,-0.06
privatix,19 Oct 2017,16 Nov 2017,28,189,12,saas,16,2391939,15000000,0.16,3.3,1944,3,706,-0.05,99333,0.11,0.15,2.41,2.56,-0.138,22.5,0.023,0.065
reftoken,17 Nov 2017,17 Dec 2017,30,158,5,fintech,8,N/A,48000000,N/A,14,2952,1,4225,-0.51,129535,0.22,0.1,1.57,1.65,-0.058,1,0.031,-0.03
bonpay,31 Oct 2017,28 Nov 2017,28,177,4,fintech,4,10000000,N/A,N/A,0.6,N/A,2,10053,2.22,4834,-0.02,0,0.04,0.31,-0.075,10.5,0.001,-0.015
syncfab,15 Feb 2018,15 Mar 2018,28,70,1,saas,9,9155717,19700000,0.46,0.12,10245,5,N/A,-0.61,48703,0.02,0.14,0.28,0.61,-0.557,6,-0.008,-0.03
starbase,9 Nov 2017,24 Nov 2017,15,181,8,saas,5,8842000,10000000,0.88,0.1,N/A,1,183,0.08,11977,0.31,0.15,2.32,2.34,1.89,-22.5,0.276,-0.245
cryptoping,25 May 2017,24 Jun 2017,30,334,12,saas,0,2742420,N/A,N/A,0.28,2,8,10402,0.42,407237,-0.19,0.03,0.48,0.86,-0.084,6,0.014,-0.07
copytrack,10 Dec 2017,10 Feb 2018,62,103,5,fintech,4,11087368,62900000,0.18,1.19,8588,5,N/A,-0.65,85931,-0.1,-0.02,-0.35,0.04,0.306,3,-0.005,-0.08
autonio,22 Sep 2017,22 Oct 2017,30,214,12,fintech,9,N/A,10000000,N/A,0.1,4188,1,6691,-0.96,11004,0.36,0.27,4.26,4.36,-0.821,22.5,0.043,-0.045
experty,25 Jan 2018,25 Feb 2018,31,88,6,telecommunications,15,9468000,9500000,1,1.05,14254,7,15739,-0.37,1742640,-0.58,-0.12,-1.85,-1.38,-0.106,-3.5,-0.016,-0.065
iungo,7 Dec 2017,31 Jan 2018,55,113,5,saas,14,45978800,46000000,1,1.15,10829,1,4961,-0.59,885373,-0.17,-0.2,-3.17,-2.64,0.002,5.5,-0.013,-0.075
ethorse,10 Jan 2018,17 Jan 2018,7,127,7,other,N/A,4800000,N/A,N/A,0.05,N/A,1,1277,1.72,523864,0.01,0.03,0.4,0.8,-0.038,2.5,-0.003,-0.055
lampix,9 Aug 2017,18 Aug 2017,9,279,1,saas,13,14200000,60000000,0.24,0.11,1644,1,3335,-0.13,29039,0.07,0.06,0.89,1.33,-0.116,9,0.005,-0.04
zrcoin,11 May 2017,9 Jun 2017,29,349,2,blockchain,11,7000000,N/A,N/A,1.55,919,7,N/A,47.35,2303,0.08,0.03,0.5,0.62,-0.098,-1,0.006,-0.07
transcodium,1 Mar 2018,30 Apr 2018,60,24,4,saas,7,10977534,30000000,0.37,0.38,6237,1,N/A,-0.63,488145,-0.6,-1.05,-2.09,-1.54,-0.515,-9.5,-0.015,-0.035
aigang,15 Nov 2017,15 Dec 2017,30,160,7,fintech,7,4228920,31100000,0.14,0.31,4650,1,7842,12.1,16206500,-0.22,-0.26,-4.06,-3.68,-0.219,0.5,-0.02,-0.085
live stars,15 Jan 2018,15 Feb 2018,31,98,5,saas,6,2518564,5000000,0.5,0.2,2763,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
tokenbox,14 Nov 2017,28 Nov 2017,14,177,2,saas,8,8000000,20000000,0.4,1,2008,1,2414,0.5,116601,-0.15,-0.12,-1.91,-1.43,0.083,15.5,-0.009,0.035
verify,29 Nov 2017,06 Dec 2017,7,169,7,saas,9,2500000,2500000,1,0.23,3568,1,510,1.44,803439,0.32,0.12,1.86,2.1,0.165,-14,0.011,-0.12
ethbits,15 Apr 2017,13 May 2017,28,376,4,saas,3,1216178,N/A,N/A,1.14,6647,1,5537,0.92,3027,0.06,0.25,3.94,3.94,30.758,-17,2.073,-0.06
fabric token,15 Feb 2018,1 Apr 2018,45,53,5,blockchain,10,1035986,9000000,0.12,0.11,5212,4,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
darcrus,21 Dec 2016,26 Dec 2016,5,514,12,saas,1,29742,N/A,0.23,0.02,1539,1,9397,0.05,6268,0.36,0.17,2.66,3.11,-0.495,35.5,0.025,0.245
goldmint,20 Sep 2017,11 Nov 2017,52,194,2,fintech,11,7300000,40000000,0.18,7,11053,10,2587,-0.63,74776,0.24,0.16,2.47,2.78,-0.037,15.5,0.005,-0.075
trakinvest,8 Feb 2018,7 Mar 2018,27,78,7,fintech,14,50000000,N/A,N/A,0.85,39082,2,471,-0.85,262810,-0.01,-0.1,-0.2,-0.05,0.503,42.5,0.013,0.255
micromoney,18 Oct 2017,18 Nov 2017,31,187,12,fintech,18,10541585,30000000,0.35,1,5245,2,166032,-0.33,452417,0.31,0.09,1.47,1.76,-0.16,9.5,0.001,-0.045
soma,27 Sep 2017,14 Nov 2017,48,191,5,ecommerce,11,6049621,39800000,0.15,0.74,1583,2,4864,-0.69,6114,0.39,0.15,2.37,2.54,-0.32,0.5,0.027,-0.115
pylon network,4 Oct 2017,24 Oct 2017,20,212,5,energy,20,N/A,N/A,N/A,1.79,1513,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
hirematch,1 Oct 2017,15 Feb 2018,137,98,1,fintech,4,16000000,N/A,N/A,0.17,N/A,4,1937,-0.83,98386,0.03,0.16,2.52,2.95,-0.044,2.5,0.018,0.015
ethersportz,9 Jan 2018,10 Jan 2018,1,134,1,entertainment,6,3500000,3500000,1,0.5,1787,1,N/A,0.12,71545,0.12,0.04,0.57,0.83,1.105,-0.5,0.019,-0.085
eventchain,13 Sep 2017,14 Oct 2017,31,222,1,entertainment,8,772896,13500000,0.06,1.47,N/A,1,36341,-0.89,1884,0.21,0.17,2.74,2.82,-0.52,3.5,0.041,-0.025
boutspro,11 Mar 2018,25 Mar 2018,14,60,4,blockchain,32,N/A,7000000,N/A,0.01,13252,1,9853,1.23,100240,0.97,1.67,3.34,3.82,-0.376,2.5,0.02,-0.015
crycash,12 Dec 2017,31 Jan 2018,50,113,5,blockchain,6,N/A,N/A,N/A,1.1,3154,3,1433,-0.57,50581,0.07,0.57,1.14,1.6,0.102,0,0.003,-0.09
coinlancer,14 Oct 2017,15 Nov 2017,32,190,12,saas,36,11860153,50000000,0.24,0.25,7268,5,2240,0.69,3536710,0.03,-0.09,-1.49,-1.2,-0.208,-3.5,-0.011,-0.025
blitzpredict,22 Jan 2018,22 Feb 2018,31,91,12,other,5,4374000,7300000,0.6,0.03,14046,1,N/A,-0.69,48405,-0.04,-0.31,-0.63,-0.4,0.762,-19.5,0.015,-0.165
obsidian,12 Aug 2017,26 Aug 2017,14,271,4,saas,6,1566332,8820000,0.18,0.15,810,4,8844,1.49,262223,0.12,0.15,2.45,2.78,-0.045,6,0.004,-0.03
tokenstars,31 Aug 2017,31 Oct 2017,61,205,7,other,4,4901220,7500000,0.65,0.42,18265,1,N/A,-0.17,409248,-2.58,-4.47,-8.94,-8.55,-0.147,1.5,-0.078,-0.145
qvolta,10 Oct 2017,20 Oct 2017,10,216,7,blockchain,4,729652,4700000,0.16,0.3,1613,1,N/A,0.06,40141,0.06,0.14,2.28,2.47,0.142,26,0.017,0.04
neverdie,30 Jun 2017,1 Sep 2017,63,265,1,entertainment,2,5800000,10000000,0.58,0.25,2,6,1487,-0.19,43022,-0.08,-0.16,-2.59,-2.12,-0.247,-9,0.007,-0.06
skincoin,21 Jun 2017,21 Jul 2017,30,307,2,blockchain,5,3292183,10000000,0.33,0.04,707,7,6675,-0.08,9042,-0.18,0,0,0.25,-0.346,-16.5,0.01,-0.075
chronologic,25 Aug 2017,25 Sep 2017,31,241,12,fintech,3,7400000,N/A,N/A,0.1,N/A,1,N/A,108.4,23084,-0.02,0,-0.02,0.3,-0.011,-0.5,0.012,-0.065
blocklancer,16 Jan 2018,16 Feb 2018,31,97,5,fintech,5,30000010,90000000,0.33,0.09,N/A,1,51,-0.79,34683,0.24,1.93,3.85,4.05,0.998,4,0.022,-0.01
biotron,27 Mar 2018,05 Apr 2018,9,49,12,other,N/A,N/A,N/A,N/A,0.22,2460,1,N/A,-0.81,955,0.16,1.3,2.61,2.89,0.652,17.5,0.019,-0.045
centra,03 Aug 2017,02 Oct 2017,60,234,1,fintech,19,26100000,26100000,1,0.73,1198,5,47,-0.53,2484,0.24,0.14,2.22,2.25,-0.242,-1,0.044,-0.05
bitjob,12 Sep 2017,13 Oct 2017,31,223,12,saas,26,2726424,12000000,0.23,0.39,2187,1,6882,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
wandx,27 Oct 2017,21 Nov 2017,25,184,7,other,6,86654,N/A,N/A,0.09,2387,1,6199,4.73,90663,0.3,0.04,0.6,0.84,-0.041,1.5,0.01,-0.055
emphy,7 Oct 2017,5 Nov 2017,29,200,5,real estate,5,44500,7260000,0.01,0.1,N/A,1,2647,1.42,100754,0.14,0.24,3.84,4,0.058,-58.5,0.03,-0.225
fundyourselfnow,13 Jun 2017,31 Jul 2017,48,297,12,other,9,N/A,N/A,N/A,N/A,5223,0,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
nitro,30 Nov 2017,26 Dec 2017,26,149,3,saas,11,2694156,58000000,0.05,0.97,16395,1,3727,0.58,131540,0.07,0.07,1.18,1.3,-0.461,-7.5,0.028,0.095
mcap,27 Apr 2017,7 May 2017,10,382,1,blockchain,N/A,44287318,N/A,N/A,4,N/A,1,152,0.64,3797,-0.1,-0.14,-2.3,-1.73,0.03,5,-0.003,-0.04
oceanlab,07 Aug 2017,31 Aug 2017,24,266,12,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
authorship,15 Aug 2017,14 Sep 2017,30,252,1,telecommunications,1,N/A,7000000,N/A,0.04,136,1,11621,-0.29,12714,0.1,0.11,1.74,1.9,-0.098,10.5,0.02,-0.015
suretly,11 Jul 2017,11 Aug 2017,31,286,2,fintech,6,28000001,N/A,N/A,30.93,N/A,1,N/A,-0.58,12585,-0.12,-0.04,-0.67,-0.38,-0.007,4.5,0.004,-0.075
pluscoin,26 Sep 2017,10 Oct 2017,14,226,8,blockchain,13,9598000,N/A,N/A,1.49,114,7,237,-1,67444,-0.11,0.08,1.23,1.48,-0.763,128,0.052,1.54
peerguess,28 Oct 2017,09 Dec 2017,42,166,12,saas,13,N/A,N/A,N/A,0.06,1046,1,2031,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
crystal clear,8 Sep 2017,8 Oct 2017,30,228,2,transportation,7,3377550,N/A,N/A,3.09,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
bitair,17 Sep 2017,31 Oct 2017,44,205,12,other,N/A,21510000,N/A,N/A,0.02,N/A,1,N/A,-0.28,209739,0.14,-0.02,-0.32,-0.06,-0.259,18,-0.008,0.01
escroco,30 Oct 2017,28 Nov 2017,29,177,12,fintech,N/A,N/A,N/A,N/A,0.1,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
hedge,15 Sep 2017,15 Oct 2017,30,221,5,blockchain,9,2100000,15000000,0.14,0.67,N/A,3,3766,0.06,35573,0.16,0.13,2.06,2.25,-0.264,-8.5,0.062,-0.145
leverj,7 Nov 2017,7 Dec 2017,30,168,12,saas,6,13049080,51000000,0.26,0.15,3724,1,4992,0.82,47085,-0.14,-0.14,-2.28,-1.88,-0.005,4,-0.001,-0.01
target coin,15 Jul 2017,31 Aug 2017,47,266,12,blockchain,4,20711412,N/A,0.3,0.05,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
eroscoin,11 Oct 2017,15 Nov 2017,35,190,12,other,7,N/A,N/A,N/A,0.05,N/A,1,N/A,1.94,8548340,0.08,-0.07,-1.15,-0.68,0.016,8,-0.003,0.01
starta,4 Jul 2017,3 Aug 2017,30,294,2,fintech,13,50000009,N/A,N/A,1,N/A,7,N/A,-0.2,6482,0.17,0.05,0.73,1.1,-0.643,19,0.025,0.11
flypme,19 Sep 2017,26 Sep 2017,7,247,5,other,1,1610000,N/A,N/A,0.07,22,1,N/A,1.58,15603,0.1,0.21,3.3,3.52,-0.539,-4,0.024,-0.1
sense,7 Nov 2017,21 Nov 2017,14,184,1,telecommunications,7,15000000,15000000,1,0.1,2448,1,9652,-0.43,13019,0.03,-0.16,-2.58,-2.15,-0.275,-0.5,-0.004,-0.075
tigereum,8 Dec 2017,18 Dec 2017,10,157,4,saas,15,N/A,12000000,N/A,0.07,N/A,2,5278,1.07,195263,0.29,0.14,2.27,2.46,-0.087,5,0.024,-0.05
farad,1 Oct 2017,31 Oct 2017,30,205,12,energy,11,N/A,N/A,N/A,0.13,76,1,3419,-0.39,39680,0.05,0.12,1.95,2.13,-0.132,-13.5,0.013,-0.195
musiconomi,27 Aug 2017,27 Sep 2017,31,239,12,other,6,N/A,N/A,N/A,0.01,N/A,1,N/A,10.47,735,0.09,0.12,1.87,2.05,-0.014,-1.5,0.023,-0.075
bitpark coin,15 Sep 2016,20 Oct 2016,35,581,8,fintech,1,29195,N/A,N/A,N/A,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
monster byte,6 Jul 2017,4 Aug 2017,29,293,10,entertainment,2,10000002,N/A,1,0.11,N/A,2,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
etheriya,21 Jun 2017,10 Aug 2017,50,287,12,saas,N/A,30000,N/A,0.85,0.25,N/A,2,589,5.4,23481,0.18,0.02,0.34,0.53,1.018,13,0.044,-0.02
global jobcoin,28 Oct 2017,6 Dec 2017,39,169,6,saas,4,N/A,N/A,N/A,N/A,N/A,2,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
elcoin,08 Jan 2018,05 Feb 2018,28,108,5,saas,18,N/A,30000000,N/A,N/A,697,1,4531,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
blockpay,23 Aug 2016,15 Sep 2016,23,616,6,saas,1,53836010,N/A,N/A,0.12,N/A,2,N/A,0.76,483,-0.17,-0.01,-0.13,0.18,0.461,-33.5,0.029,-0.215
regalcoin,22 Aug 2017,22 Sep 2017,31,244,12,blockchain,N/A,N/A,N/A,N/A,N/A,5625,1,9613,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
newbium,1 May 2016,31 May 2016,30,723,12,saas,N/A,38180,600000,0.06,N/A,N/A,1,3264,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
tigercoin,25 Feb 2018,25 Mar 2018,28,60,12,fintech,N/A,N/A,N/A,N/A,N/A,507,2,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
fujinto,10 Aug 2017,10 Sep 2017,31,256,8,blockchain,4,17566200,N/A,0.6,0.07,N/A,1,941,4.45,580241,-0.34,-0.24,-3.74,-3.46,0.305,-12.5,-0.002,-0.165
300 token,30 Jun 2017,6 Jul 2017,6,322,12,blockchain,N/A,16724,N/A,0.7,79.76,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
ccore,9 Nov 2017,30 Nov 2017,21,175,12,fintech,8,1400000,N/A,N/A,0.45,2079,1,4006,1.16,15228,0.11,0.12,1.84,2.07,0.298,39,0.041,-0.07
abjcoin,1 Sep 2017,30 Oct 2017,59,206,12,blockchain,10,N/A,1290000,N/A,0.5,1848,1,N/A,0.18,87523,0.09,0.23,3.57,3.62,0.328,46,0.115,0.09
bankcoin,5 Nov 2016,19 Dec 2016,44,521,10,fintech,2,1000000,N/A,0.16,0.25,20,1,2530,1,47742,0.11,0.23,3.65,3.83,0.207,-3,0.066,-0.11
bolenum,15 Jul 2017,14 Aug 2017,30,283,12,blockchain,N/A,19121,N/A,N/A,5.98,N/A,3,54588,-1,13218,-0.1,0.12,1.85,1.93,-0.255,-42.5,0.036,-0.155
icobid,09 Dec 2016,09 Jan 2017,31,500,12,other,N/A,N/A,N/A,N/A,0,N/A,0,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
iconic,01 Mar 2018,31 Mar 2018,30,54,12,fintech,N/A,N/A,N/A,N/A,N/A,3025,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
copico,16 Oct 2017,16 Nov 2017,31,189,12,blockchain,2,N/A,N/A,N/A,0.01,1161,1,N/A,1.25,107543,0.05,0.22,3.42,3.57,0.034,44.5,0.023,-0.145
educoin,18 Mar 2018,25 Mar 2018,7,60,7,social services,4,N/A,N/A,N/A,N/A,377,1,7,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
apis,4 Mar 2018,3 Apr 2018,30,51,7,blockchain,21,N/A,3706.57,N/A,0,N/A,0,19122,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
gems,30 Jan 2018,01 Feb 2018,2,112,12,fintech,2,N/A,N/A,N/A,0.07,33304,2,19437,-0.67,4746,-0.07,0.01,0.16,1.26,-1.597,nan,0.162,nan
patron,27 Mar 2018,9 May 2018,43,15,8,saas,26,40000000,35000000,1,0.5,14917,10,21593,-0.86,933787,-41.24,-71.44,-142.87,-111.12,-0.333,nan,-0.053,nan
aware,04 Jan 2018,30 Jan 2018,26,114,12,fintech,N/A,N/A,N/A,N/A,0.06,600,1,N/A,0.57,1391910,-0.31,-0.19,-2.96,-1.43,-0.006,nan,-0.003,nan
plancoin,24 Jan 2018,23 Feb 2018,30,90,12,blockchain,N/A,1700000,N/A,N/A,0.6,N/A,1,1891,-0.58,282642,0.42,0.73,1.45,2.72,0.671,nan,0.015,nan
tokia,4 Dec 2017,15 Mar 2018,101,70,4,fintech,7,30000000,N/A,N/A,1,8211,4,1543,-0.81,641864,5.94,10.29,20.58,21.75,9,nan,0.4,nan
invacio,12 Mar 2018,30 Apr 2018,49,24,4,fintech,15,1912074,30000000,0.06,1,10282,1,3933,-0.86,336316,-inf,-inf,-inf,-inf,nan,nan,nan,nan
key,23 Sep 2017,23 Oct 2017,30,213,12,fintech,N/A,21780000,N/A,N/A,0.01,N/A,2,N/A,0.06,496995,-0.28,-0.49,-0.98,1.63,0.982,nan,0.006,nan
silent notary,15 Mar 2018,12 Apr 2018,28,42,2,blockchain,3,N/A,N/A,N/A,0,29585,0,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
stockchain,16 Mar 2018,19 Mar 2018,3,66,7,other,18,2693450,N/A,N/A,0.01,91523,1,54021,1.97,271642,0.31,2.47,4.94,6.15,-0.049,nan,-0.009,nan
verime,1 Mar 2018,31 Mar 2018,30,54,7,saas,18,21720000,30000000,0.72,0.17,40268,1,9118,-0.19,95404,-0.3,-2.41,-4.82,-3.57,-0.579,nan,-0.043,nan
xyo network,20 Mar 2018,21 May 2018,62,3,1,other,25,11951000,48000000,0.25,0.01,16343,3,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
loki,1 Mar 2018,26 Mar 2018,25,59,12,other,7,N/A,N/A,N/A,0.68,17092,1,N/A,0.26,230900,1.59,2.76,5.51,7.35,2.919,nan,0.049,nan
hero,14 Sep 2017,14 Oct 2017,30,222,5,entertainment,13,36416517,173900000,0.21,0.04,1967,6,4504,7.51,88370,13.75,23.81,47.62,52.92,-2,nan,0.04,nan
fundrequest,20 Nov 2017,01 Dec 2017,11,174,5,blockchain,11,12121040,15000000,0.81,0.48,11596,1,12888,-0.49,55032,-3.59,-6.23,-12.45,-9.34,1.176,nan,-0.032,nan
etherecash,15 Nov 2017,12 Dec 2017,27,163,12,fintech,8,40000000,100000000,0.4,1,N/A,10,1164,-0.22,248868,-0.15,-0.12,-1.95,-0.19,-0.194,nan,-0.018,nan
blockcdn,25 Nov 2016,25 Dec 2016,30,515,12,other,1,N/A,N/A,N/A,N/A,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
blockmesh,28 Feb 2018,31 Mar 2018,31,54,12,blockchain,13,3486451,10000000,0.35,0.05,5190,1,12308,-0.29,87339,-4.35,-7.54,-15.08,-14.06,4.973,nan,-0.114,nan
sphre air,1 Jun 2017,30 Jun 2017,29,328,4,saas,4,5272732,N/A,N/A,N/A,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
cfun,18 Dec 2017,19 Dec 2017,1,156,7,saas,9,15000000,15000000,1,0.03,4570,1,5590,2.51,14156000,-0.17,-0.18,-2.79,-1.71,0.077,nan,-0.008,nan
amon,4 Mar 2018,4 Apr 2018,31,50,5,other,8,1332600,25000000,0.05,0.05,7257,2,2430,0.26,152217,-0.43,-3.39,-6.78,-5.42,-0.966,nan,-0.055,nan
budbo,29 Jan 2018,5 Mar 2018,35,80,7,blockchain,33,30000000,52500000,0.57,0.35,3369,3,5324,-0.67,67317,0.1,0.81,1.63,1.99,0.259,nan,0.024,nan
phi token,8 Mar 2018,21 Mar 2018,13,64,5,other,16,3800000,N/A,N/A,1.62,26822,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
betterbetting,15 Dec 2017,31 Jan 2018,47,113,5,other,16,5500000,30000000,0.18,0.1,2993,1,2581,-0.1,196193,-0.04,-0.3,-0.59,0.96,-0.424,nan,-0.006,nan
minex,15 May 2017,13 Jun 2017,29,345,2,blockchain,9,78985,N/A,N/A,6.18,N/A,1,10896,-0.89,8495,0.01,0.06,1.02,1.41,-0.005,nan,0.024,nan
zengold,26 May 2017,9 Jun 2017,14,349,3,saas,0,N/A,N/A,0.63,N/A,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
ox fina,1 Jul 2017,31 Jul 2017,30,297,10,blockchain,N/A,N/A,N/A,N/A,0.07,N/A,1,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
fidelium,26 Feb 2018,26 Mar 2018,28,59,1,fintech,18,10000000,47000000,0.21,-0.07,N/A,1,2491,-4.11,76937,-0.05,-0.37,-0.75,1,-0.12,nan,-0.009,nan
utrum,20 May 2018,20 Jun 2018,31,-27,12,other,7,N/A,5000000,N/A,0.12,7252,1,1322,-0.25,21504,0.92,1.59,3.17,5.92,0.588,nan,0.017,nan
anryze,12 Sep 2017,12 Oct 2017,30,224,2,blockchain,13,1759099,6000000,0.29,0.02,1047,1,N/A,0.29,670261,0.23,0.14,2.27,2.75,0.08,nan,0.014,nan
indicoin,30 Sep 2017,1 Nov 2017,32,204,12,blockchain,9,23000,N/A,N/A,0.02,N/A,1,18396,0.71,60496,0.16,0.05,0.73,1.44,-0.603,nan,0.015,nan
smoke,20 Apr 2018,15 May 2018,25,9,10,telecommunications,6,N/A,1900000,N/A,0.1,N/A,1,11903,-0.95,1761,0.03,0.12,1.88,2.04,0.965,nan,0.14,nan
plexcoin,20 Sep 2017,01 Oct 2017,11,235,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
stex,25 Nov 2017,10 Dec 2017,15,165,2,blockchain,5,6700350,55000000,0.12,1,8165,0,890,-0.84,3009,0.22,0.13,2.02,2.02,-2716.665,nan,92.337,nan
sisa,,20 Dec 2017,30,155,12,fintech,5,N/A,N/A,N/A,0.23,732,1,2980,-0.49,32828,-0.02,0.09,1.49,1.94,-0.053,nan,0.028,nan
fapcoin,15 Sep 2017,31 Oct 2017,46,205,12,entertainment,N/A,N/A,N/A,N/A,0.3,N/A,1,N/A,-0.46,32723,0.1,0.08,1.3,1.59,-1.056,nan,0.041,nan
solomonexchange,N/A,27 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
hackspacecapital,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
impakfinance,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
modum.io,N/A,22 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
detectortoken,N/A,20 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
silentnotary,N/A,18 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
intelligenttradingtech,N/A,17 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
kybernetwork,N/A,16 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
kickico,N/A,16 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
smartinvestmentfundtoken,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
trackr,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
facecoin,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
icobox,N/A,15 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
social(scl),N/A,14 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
enigmacatalyst,N/A,12 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
ahoolee,N/A,11 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
stuffgogo,N/A,11 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
prospector,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
onegram,N/A,10 Sep 2017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,0,-100,-100,-100,-100,-100,-100,-100,-100
