coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
1world,5 Oct 2017,6 Nov 2017,32.0,191.0,1,blockchain,66,5000000.0,N/A,N/A,1.2,7204,0,7604,-0.66,357311,-0.08,-0.66,-1.31,-1.21,-0.362,16.125,0.005,0.061
atlant,7 Sep 2017,1 Nov 2017,55.0,196.0,2,real estate,12,6663530.0,69200000.0,0.1,0.61,5220,0,4079,-0.35,323580,-0.27,0.04,0.68,0.8,-0.218,-5.125,0.007,-0.041
target coin,15 Jul 2017,31 Aug 2017,47.0,258.0,12,blockchain,4,20711412.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
helbiz,15 Feb 2018,4 Mar 2018,17.0,73.0,7,fintech,12,38646000.0,N/A,N/A,0.01,1947,0,23289,0.31,756160,0.56,0.96,1.93,2.0,2.58,-16.125,0.035,-0.071
voise,6 May 2017,6 Jun 2017,31.0,344.0,5,saas,N/A,646.0,N/A,N/A,N/A,8229,0,24305,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockcat,15 Jul 2017,14 Aug 2017,30.0,275.0,1,saas,7,6284400.0,5000000.0,1.0,0.88,N/A,0,7933,0.23,28777,0.19,0.06,0.96,1.06,-0.201,-15.75,0.008,-0.018
internxt,7 Sep 2017,28 Sep 2017,21.0,230.0,5,saas,5,220800.0,41000000.0,0.01,1.02,10284,0,N/A,2.1,294867,0.16,0.18,2.87,2.95,-0.097,-17.0,0.025,-0.02
eboost,13 Sep 2016,25 Oct 2016,42.0,568.0,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
parkgene,15 Jan 2018,19 Mar 2018,63.0,58.0,7,fintech,5,2000.0,35000000.0,0.0,0.1,4425,0,779,-0.87,58791,1.22,2.1,4.21,4.38,-2.697,-23.667,0.0,-0.007
biocoin,1 Nov 2017,18 Feb 2018,109.0,87.0,2,other,18,16000000.0,15000000.0,1.0,16.0,337,0,1255,-1.0,41016,-0.11,-0.18,-2.92,-2.62,0.047,7.0,-0.007,0.08
autonio,22 Sep 2017,22 Oct 2017,30.0,206.0,12,fintech,9,N/A,10000000.0,N/A,0.1,N/A,0,6738,-0.96,11004,0.36,0.27,4.26,4.31,-0.857,8.167,0.048,0.002
aidcoin,16 Jan 2018,1 Feb 2018,16.0,104.0,6,blockchain,36,18632900.0,18600000.0,1.0,0.65,4285,0,2824,0.24,1717320,-0.36,-0.23,-3.59,-3.32,-0.026,-3.333,-0.014,-0.043
adshares,7 Jul 2017,12 Jan 2018,189.0,124.0,12,fintech,2,11900000.0,N/A,N/A,2.8,1084,0,2228,-0.86,7590,0.19,0.09,1.48,1.56,-0.027,-4.5,0.017,-0.035
bezop,20 Dec 2017,10 Jan 2018,21.0,126.0,12,other,4,N/A,N/A,N/A,N/A,5419,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hush,02 May 2018,22 May 2018,20.0,-6.0,5,blockchain,11,N/A,N/A,N/A,0.82,600,0,777,-0.95,69,0.01,0.16,2.51,2.56,-0.138,0.5,0.032,-0.005
chainium,25 Dec 2017,12 Jan 2018,18.0,124.0,5,fintech,6,3435000.0,5500000.0,0.62,0.07,N/A,0,50,0.51,70198,0.07,0.52,1.04,1.15,1.152,1.167,0.01,-0.068
daneel,29 Jan 2018,5 Mar 2018,35.0,72.0,5,fintech,15,2830400.0,16000000.0,0.18,0.29,6443,0,N/A,-0.83,130556,0.37,2.97,5.94,5.99,3.116,-8.5,0.135,-0.035
blockpool,01 May 2017,30 Jun 2017,60.0,320.0,12,other,10,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
travelflex,13 Dec 2017,11 Jan 2018,29.0,125.0,12,other,N/A,N/A,N/A,N/A,0.28,102,0,N/A,-0.27,29538,-0.18,-0.03,-0.52,-0.4,-0.016,-8.667,-0.003,-0.057
vezt,4 Nov 2017,3 Dec 2017,29.0,164.0,1,entertainment,19,1378806.0,15000000.0,0.09,0.5,2853,0,5411,5.32,2379180,-0.14,-0.13,-2.04,-1.92,-0.522,-6.833,-0.011,0.022
verify,29 Nov 2017,06 Dec 2017,7.0,161.0,7,saas,9,2500000.0,2500000.0,1.0,0.23,3570,0,510,1.44,803439,0.32,0.12,1.86,1.96,0.181,8.667,0.014,-0.003
herocoin,14 Sep 2017,14 Oct 2017,30.0,214.0,5,other,7,14000000.0,16000000.0,0.88,0.03,1911,0,N/A,-0.32,852325,0.3,0.16,2.55,2.6,-0.555,-1.667,0.028,-0.027
copytrack,10 Dec 2017,10 Feb 2018,62.0,95.0,5,fintech,4,11087368.0,62900000.0,0.18,1.19,8682,0,N/A,-0.65,85931,-0.1,-0.02,-0.35,-0.19,0.28,-18.333,-0.002,-0.053
experty,25 Jan 2018,25 Feb 2018,31.0,80.0,6,telecommunications,15,9468000.0,9500000.0,1.0,1.05,14467,0,15947,-0.37,1742640,-0.58,-0.12,-1.85,-1.65,-0.108,1.5,-0.014,-0.015
digipulse,1 Oct 2017,31 Oct 2017,30.0,197.0,5,other,6,N/A,N/A,N/A,1.21,25943,0,6355,-0.12,4092,0.12,0.24,3.77,3.85,-0.155,-83.0,0.02,-0.07
reftoken,17 Nov 2017,17 Dec 2017,30.0,150.0,5,fintech,8,N/A,48.0,N/A,2.64,2974,0,4366,1.62,129535,0.22,0.1,1.57,1.61,-0.066,6.0,0.034,0.0
syncfab,15 Feb 2018,15 Mar 2018,28.0,62.0,1,saas,9,9155717.0,19700000.0,0.46,0.12,10350,0,N/A,-0.61,48703,0.02,0.14,0.28,0.42,-0.754,-16.5,-0.001,-0.055
tokenstars,31 Aug 2017,31 Oct 2017,61.0,197.0,7,other,4,4901000.0,15000000.0,0.33,0.42,18547,0,N/A,-0.17,409248,-0.54,-0.94,-1.89,-1.75,-0.342,-19.2,-0.025,-0.052
dcorp,01 Jun 2017,29 Jun 2017,28.0,321.0,12,other,4,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
real,31 Aug 2017,30 Sep 2017,30.0,228.0,7,real estate,4,10604571.0,33000000.0,0.32,1.32,2108,0,4536,-0.23,13785,0.0,-0.02,-0.34,-0.18,0.119,4.6,0.014,0.016
mywish,25 Oct 2017,25 Nov 2017,31.0,172.0,2,other,8,2670000.0,2700000.0,0.99,0.21,2233,0,3933,0.48,305113,0.14,0.18,2.8,2.94,0.262,-16.0,0.009,-0.02
bonpay,31 Oct 2017,28 Nov 2017,28.0,169.0,4,fintech,4,10000000.0,N/A,N/A,0.6,N/A,0,10091,2.22,4834,-0.02,0.0,0.04,0.18,-0.087,-3.6,0.002,-0.046
ethorse,10 Jan 2018,17 Jan 2018,7.0,119.0,7,other,N/A,4000.0,N/A,N/A,0.05,N/A,0,1299,1.72,523864,0.01,0.03,0.4,0.6,-0.035,9.0,-0.001,-0.05
aigang,15 Nov 2017,15 Dec 2017,30.0,152.0,7,fintech,7,4228920.0,31100000.0,0.14,0.35,4627,0,7934,10.6,16206500,-0.22,-0.26,-4.06,-3.87,-0.228,-1.6,-0.019,-0.016
iungo,7 Dec 2017,31 Jan 2018,55.0,105.0,5,saas,14,45978800.0,74.0,1.0,1.15,10886,0,5016,-0.59,885373,-0.17,-0.2,-3.17,-2.9,-0.016,-7.4,-0.013,-0.034
privatix,19 Oct 2017,16 Nov 2017,28.0,181.0,12,saas,16,2391939.0,15000000.0,0.16,3.33,1964,0,704,-0.06,99333,0.11,0.15,2.41,2.49,-0.164,6.8,0.025,-0.062
pylon network,4 Oct 2017,24 Oct 2017,20.0,204.0,5,energy,20,N/A,N/A,N/A,N/A,1510,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
lampix,9 Aug 2017,18 Aug 2017,9.0,271.0,1,saas,13,12113000.0,60.0,1.0,0.11,N/A,0,3337,-0.13,29039,0.07,0.06,0.89,1.11,-0.127,-10.6,0.005,-0.036
goldmint,20 Sep 2017,11 Nov 2017,52.0,186.0,2,fintech,11,6935639.0,49000000.0,0.14,7.0,10897,0,2592,-0.63,74776,0.24,0.16,2.47,2.62,-0.098,-6.0,0.011,-0.04
zrcoin,11 May 2017,9 Jun 2017,29.0,341.0,2,blockchain,11,700000.0,N/A,N/A,1.5,918,0,N/A,48.96,2303,0.08,0.03,0.5,0.56,-0.097,5.6,0.007,-0.014
tokenbox,14 Nov 2017,28 Nov 2017,14.0,169.0,2,saas,8,20000000.0,20000000.0,1.0,1.0,2019,0,2430,0.5,116601,-0.15,-0.12,-1.91,-1.67,0.041,7.8,-0.007,0.038
sense,7 Nov 2017,21 Nov 2017,14.0,176.0,1,telecommunications,7,15000000.0,15000000.0,1.0,0.1,2461,0,9663,-0.43,13019,0.03,-0.16,-2.58,-2.37,-0.286,12.6,-0.002,0.016
upfiring,3 Oct 2017,31 Oct 2017,28.0,197.0,12,saas,N/A,25848.0,N/A,N/A,0.03,N/A,0,N/A,12.97,362421,-0.26,0.21,3.33,3.41,-0.295,3.4,0.018,0.014
trakinvest,8 Feb 2018,7 Mar 2018,27.0,70.0,7,fintech,14,50000000.0,N/A,N/A,0.85,39517,0,471,-0.85,262810,0.17,0.3,0.59,0.67,-0.949,-6.0,0.009,-0.05
darcrus,21 Dec 2016,26 Dec 2016,5.0,506.0,12,saas,1,297426.0,N/A,N/A,0.02,1527,0,9452,0.05,6268,0.36,0.17,2.66,2.88,-0.512,-39.8,0.025,-0.038
micromoney,18 Oct 2017,18 Nov 2017,31.0,179.0,12,fintech,18,10541585.0,30000000.0,0.35,1.0,5270,0,166388,-0.33,452417,0.31,0.09,1.47,1.62,-0.166,2.0,0.003,-0.02
ethersportz,9 Jan 2018,10 Jan 2018,1.0,126.0,1,entertainment,6,3500000.0,3500000.0,1.0,0.5,1785,0,N/A,0.12,71545,0.12,0.04,0.57,0.7,1.103,23.0,0.023,0.1
crycash,12 Dec 2017,31 Jan 2018,50.0,105.0,5,blockchain,6,N/A,N/A,N/A,1.1,3163,0,1444,-0.57,50581,0.07,0.57,1.14,1.37,0.267,10.2,0.01,0.032
blitzpredict,22 Jan 2018,22 Feb 2018,31.0,83.0,12,other,5,4000.0,7300000.0,0.0,0.03,14272,0,N/A,-0.69,48405,-0.04,-0.31,-0.63,-0.51,0.785,-1.4,0.023,0.056
eventchain,13 Sep 2017,14 Oct 2017,31.0,214.0,1,entertainment,8,772896.0,13500000.0,0.06,0.42,N/A,0,24081,-0.6,1884,0.21,0.17,2.74,2.78,-0.537,7.0,0.044,0.02
obsidian,12 Aug 2017,26 Aug 2017,14.0,263.0,4,saas,6,1566332.0,15.0,1.0,0.25,814,0,8995,0.49,262223,0.12,0.15,2.45,2.62,-0.06,-3.8,0.005,-0.028
hirematch,1 Oct 2017,15 Feb 2018,137.0,90.0,1,fintech,4,16000000.0,N/A,N/A,0.17,N/A,0,1955,-0.83,98386,0.03,0.21,0.42,0.71,-0.091,3.0,0.022,-0.03
blocklancer,16 Jan 2018,16 Feb 2018,31.0,89.0,5,fintech,5,10000000.0,N/A,N/A,N/A,N/A,0,51,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
coinlancer,14 Oct 2017,15 Nov 2017,32.0,182.0,12,saas,36,11860153.0,50000000.0,0.24,0.25,7305,0,2235,0.69,3536710,0.03,-0.09,-1.49,-1.35,-0.235,3.2,-0.01,0.022
soma,27 Sep 2017,14 Nov 2017,48.0,183.0,5,ecommerce,11,6049621.0,39800000.0,0.15,0.74,1506,0,4798,-0.69,6114,0.39,0.15,2.37,2.46,-0.288,-30.4,0.027,0.086
neverdie,30 Jun 2017,1 Sep 2017,63.0,257.0,1,entertainment,2,5800000.0,10000000.0,0.58,0.25,N/A,0,1485,-0.19,43022,-0.08,-0.16,-2.59,-2.35,-0.238,-39.2,0.008,0.148
farad,1 Oct 2017,31 Oct 2017,30.0,197.0,12,energy,11,N/A,N/A,N/A,0.13,76,0,3439,-0.39,39680,0.05,0.12,1.95,2.04,-0.121,-2.2,0.015,0.088
qvolta,10 Oct 2017,20 Oct 2017,10.0,208.0,7,blockchain,4,729652.0,4700000.0,0.16,0.31,1624,0,N/A,0.03,40141,0.06,0.14,2.28,2.38,0.12,7.8,0.019,-0.032
tigereum,8 Dec 2017,18 Dec 2017,10.0,149.0,4,saas,15,N/A,12000000.0,N/A,0.07,N/A,0,7239,1.07,195263,0.29,0.14,2.27,2.36,-0.122,-2.8,0.029,0.002
skincoin,21 Jun 2017,21 Jul 2017,30.0,299.0,2,blockchain,5,10000000.0,10000000.0,1.0,0.04,709,0,6640,-0.08,9042,-0.18,0.0,0.0,0.12,-0.346,-6.6,0.01,-0.036
chronologic,25 Aug 2017,25 Sep 2017,31.0,233.0,12,fintech,3,7502000.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
biotron,27 Mar 2018,05 Apr 2018,9.0,41.0,12,other,N/A,N/A,N/A,N/A,0.22,2451,0,N/A,-0.81,955,0.51,0.88,1.75,1.92,0.936,13.2,0.023,0.152
wandx,27 Oct 2017,21 Nov 2017,25.0,176.0,7,other,6,13000.0,N/A,N/A,N/A,2355,0,6125,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
centra,03 Aug 2017,02 Oct 2017,60.0,226.0,1,fintech,19,26100000.0,26100000.0,1.0,0.73,1165,0,49,-0.53,2484,0.24,0.14,2.22,2.23,-0.248,2.0,0.046,0.06
musiconomi,27 Aug 2017,27 Sep 2017,31.0,231.0,12,other,6,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitjob,12 Sep 2017,13 Oct 2017,31.0,215.0,12,saas,26,2726424.0,12000000.0,0.23,0.39,2196,0,6919,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
mcap,27 Apr 2017,7 May 2017,10.0,374.0,1,blockchain,N/A,44287318.0,N/A,N/A,4.0,N/A,0,151,0.64,3797,-0.1,-0.14,-2.3,-2.01,0.025,12.0,-0.003,0.05
emphy,7 Oct 2017,5 Nov 2017,29.0,192.0,5,real estate,5,44500.0,7260000.0,0.01,0.1,N/A,0,2674,1.42,100754,0.14,0.24,3.84,3.92,0.071,44.2,0.031,0.082
escroco,30 Oct 2017,28 Nov 2017,29.0,169.0,12,fintech,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
authorship,15 Aug 2017,14 Sep 2017,30.0,244.0,1,telecommunications,1,N/A,7000000.0,N/A,0.04,133,0,11797,-0.29,12714,0.1,0.11,1.74,1.82,-0.11,7.2,0.021,0.002
elcoin,08 Jan 2018,05 Feb 2018,28.0,100.0,5,saas,18,N/A,30000000.0,N/A,N/A,704,0,4596,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
suretly,11 Jul 2017,11 Aug 2017,31.0,278.0,2,fintech,6,1000000.0,N/A,N/A,30.93,N/A,0,1280,-0.58,12585,-0.12,-0.04,-0.67,-0.52,-0.007,-8.4,0.004,-0.044
regalcoin,22 Aug 2017,22 Sep 2017,31.0,236.0,12,blockchain,N/A,N/A,N/A,N/A,N/A,5695,0,9677,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitair,17 Sep 2017,31 Oct 2017,44.0,197.0,12,other,N/A,N/A,N/A,N/A,0.02,N/A,0,N/A,-0.28,209739,0.14,-0.02,-0.32,-0.19,-0.266,11.6,-0.006,0.016
tigercoin,25 Feb 2018,25 Mar 2018,28.0,52.0,12,fintech,N/A,N/A,N/A,N/A,N/A,508,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
crystal clear,8 Sep 2017,8 Oct 2017,30.0,220.0,2,transportation,7,33775501.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
copico,16 Oct 2017,16 Nov 2017,31.0,181.0,12,blockchain,2,N/A,N/A,N/A,0.01,1095,0,N/A,1.25,107543,0.05,0.22,3.42,3.5,-0.076,-1.0,0.026,0.05
300 token,30 Jun 2017,6 Jul 2017,6.0,314.0,12,blockchain,N/A,16724.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
hedge,15 Sep 2017,15 Oct 2017,30.0,213.0,5,blockchain,9,2100000.0,15000000.0,0.14,0.67,N/A,0,3798,0.06,35573,0.16,0.13,2.06,2.16,-0.381,4.2,0.055,0.092
apx,1 May 2017,21 May 2017,20.0,360.0,12,blockchain,N/A,2749185.0,75.0,1.0,0.05,N/A,0,5310,62.2,714525,0.21,0.07,1.18,1.37,-0.11,-1.4,0.008,-0.004
opus,24 Jul 2017,24 Aug 2017,31.0,265.0,12,entertainment,11,5737250.0,20000000.0,0.29,0.04,1608,0,3652,0.3,37435,-0.08,-0.0,-0.01,0.12,-0.152,8.2,0.036,0.032
ecobit,9 Apr 2017,15 Jun 2017,67.0,335.0,12,other,N/A,N/A,N/A,N/A,0.01,N/A,0,1131,2.23,41297,-0.03,-0.0,-0.0,0.45,-0.173,9.8,0.008,-0.022
starbase,9 Nov 2017,24 Nov 2017,15.0,173.0,8,saas,5,8842000.0,10000000.0,0.88,0.1,N/A,0,183,0.08,11977,0.31,0.15,2.32,2.33,1.889,7.2,0.298,-0.028
starta,4 Jul 2017,3 Aug 2017,30.0,286.0,2,fintech,13,5000000.0,N/A,N/A,1.0,N/A,0,N/A,-0.2,6482,0.17,0.05,0.73,0.91,-0.66,21.4,0.025,0.214
flypme,26 Sep 2017,19 Sep 2017,-7.0,239.0,5,other,1,1663417.0,N/A,N/A,0.07,21,0,N/A,1.58,15603,0.1,0.21,3.3,3.41,-0.549,15.8,0.025,-0.052
ethbits,15 Apr 2017,13 May 2017,28.0,368.0,4,saas,3,1216178.0,N/A,N/A,N/A,3208,0,5561,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
global jobcoin,28 Oct 2017,6 Dec 2017,39.0,161.0,6,saas,4,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
monster byte,6 Jul 2017,4 Aug 2017,29.0,285.0,10,entertainment,2,10000002.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
bitpark coin,15 Sep 2016,20 Oct 2016,35.0,573.0,8,fintech,1,29195.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
etheriya,21 Jun 2017,10 Aug 2017,50.0,279.0,12,saas,N/A,300000.0,N/A,N/A,0.25,N/A,0,593,5.4,23481,0.18,0.02,0.34,0.44,1.019,-2.4,0.045,-0.034
pluscoin,26 Sep 2017,10 Oct 2017,14.0,218.0,8,blockchain,13,4800000.0,N/A,N/A,14.5,114,0,241,-1.0,67444,-0.11,0.08,1.23,1.35,0.944,-0.6,0.032,-0.006
blockpay,23 Aug 2016,15 Sep 2016,23.0,608.0,6,saas,1,538360.0,N/A,N/A,0.12,N/A,0,N/A,0.76,483,-0.17,-0.01,-0.13,0.02,0.471,-6.2,0.028,-0.042
newbium,1 May 2016,31 May 2016,30.0,715.0,12,saas,N/A,38180.0,600000.0,0.06,N/A,N/A,0,3269,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
ccore,9 Nov 2017,30 Nov 2017,21.0,167.0,12,fintech,8,1400000.0,N/A,N/A,N/A,2081,0,4076,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fujinto,10 Aug 2017,10 Sep 2017,31.0,248.0,8,blockchain,4,60000.0,N/A,N/A,0.09,N/A,0,944,3.24,580241,-0.34,-0.24,-3.74,-3.6,0.299,-8.0,-0.002,-0.07
bankcoin,5 Nov 2016,19 Dec 2016,44.0,513.0,10,fintech,2,1000000.0,N/A,N/A,N/A,19,0,2538,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
abjcoin,1 Sep 2017,30 Oct 2017,59.0,198.0,12,blockchain,10,N/A,1290000.0,N/A,0.5,1853,0,N/A,0.18,87523,0.09,0.23,3.57,3.6,0.329,-31.6,0.114,-0.106
bolenum,15 Jul 2017,14 Aug 2017,30.0,275.0,12,blockchain,N/A,19121.0,N/A,N/A,5.98,N/A,0,54633,-1.0,13218,-0.1,0.12,1.85,1.89,-0.233,-1.6,0.035,-0.076
iconic,01 Mar 2018,31 Mar 2018,30.0,46.0,12,fintech,N/A,N/A,N/A,N/A,N/A,3076,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
educoin,18 Mar 2018,25 Mar 2018,7.0,52.0,7,social services,4,N/A,N/A,N/A,N/A,380,0,7,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nper,19 Jan 2018,31 Jan 2018,12.0,105.0,8,saas,15,N/A,N/A,N/A,0.2,N/A,0,2145,0.68,4371660,2.11,3.65,7.29,7.44,18.5,nan,0.27,nan
aware,04 Jan 2018,30 Jan 2018,26.0,106.0,12,fintech,N/A,N/A,N/A,N/A,N/A,612,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
gems,30 Jan 2018,01 Feb 2018,2.0,104.0,12,fintech,2,N/A,N/A,N/A,0.07,33719,0,19666,-0.67,4746,-0.07,0.01,0.16,0.16,-1.251,nan,0.161,nan
daostack,01 May 2018,07 Jun 2018,37.0,-22.0,7,transportation,9,30000000.0,30000000.0,1.0,1.0,25992,0,5420,0.31,1927100,-2.97,-5.14,-10.28,-10.28,2.03,nan,-0.034,nan
verime,1 Mar 2018,31 Mar 2018,30.0,46.0,7,saas,18,30000000.0,30000000.0,1.0,0.17,41052,0,9183,-0.19,95404,-1.2,-2.08,-4.17,-4.17,-0.725,nan,-0.038,nan
key,23 Sep 2017,23 Oct 2017,30.0,205.0,12,fintech,N/A,21780000.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
fidelium,26 Feb 2018,26 Mar 2018,28.0,51.0,1,fintech,18,10000000.0,47000000.0,0.21,-0.07,N/A,0,2476,-4.11,76937,-0.05,-0.37,-0.75,-0.75,-0.421,nan,0.011,nan
stockchain,16 Mar 2018,19 Mar 2018,3.0,58.0,7,other,18,2693450.0,N/A,N/A,0.01,91782,0,53865,1.97,271642,0.31,2.47,4.94,4.94,-0.145,nan,-0.0,nan
plancoin,24 Jan 2018,23 Feb 2018,30.0,82.0,12,blockchain,N/A,1700000.0,N/A,N/A,0.6,N/A,0,3364,-0.58,282642,-1.23,-2.13,-4.25,-4.25,0.113,nan,-0.016,nan
transcodium,1 Mar 2018,30 Apr 2018,60.0,16.0,4,saas,7,10977534.0,30000000.0,0.37,0.38,6290,0,N/A,-0.63,488145,-0.53,-0.92,-1.84,-1.84,-0.273,nan,-0.013,nan
boutspro,11 Mar 2018,25 Mar 2018,14.0,52.0,4,blockchain,32,N/A,23904300.0,N/A,0.02,13423,0,10046,0.12,100240,2.04,3.53,7.07,7.07,-0.833,nan,0.052,nan
etherecash,15 Nov 2017,12 Dec 2017,27.0,155.0,12,fintech,8,40000000.0,100000000.0,0.4,N/A,N/A,0,1162,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
sphre air,1 Jun 2017,30 Jun 2017,29.0,320.0,4,saas,4,52727322.0,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
nebula ai,31 Mar 2018,20 Apr 2018,20.0,26.0,1,other,20,6000000.0,N/A,N/A,N/A,5661,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
friendz,1 Mar 2018,20 Mar 2018,19.0,57.0,6,fintech,17,13754758.0,50300000.0,0.27,0.07,73088,0,56047,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
cfun,18 Dec 2017,19 Dec 2017,1.0,148.0,7,saas,9,15000000.0,15000000.0,1.0,0.03,4489,0,5602,2.51,14156000,-0.17,-0.18,-2.79,-2.79,0.088,nan,-0.009,nan
peculium,21 Dec 2017,24 Jan 2018,34.0,112.0,5,fintech,52,9917634.0,2000000.0,1.0,0.01,N/A,0,16505,-0.58,69616,0.0,0.03,0.05,0.05,0.041,nan,0.012,nan
minex,15 May 2017,13 Jun 2017,29.0,337.0,2,blockchain,9,789859.0,N/A,N/A,N/A,N/A,0,10939,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
blockcdn,25 Nov 2016,25 Dec 2016,30.0,507.0,12,other,1,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
amon,4 Mar 2018,4 Apr 2018,31.0,42.0,5,other,8,1333000.0,25000000.0,0.05,0.05,7307,0,2438,0.26,152217,-2.34,-4.05,-8.1,-8.1,-0.221,nan,-0.064,nan
utrum,20 May 2018,20 Jun 2018,31.0,-35.0,12,other,7,N/A,5000000.0,N/A,0.12,7199,0,1340,-0.25,21504,1.16,2.01,4.01,4.01,0.033,nan,0.005,nan
nitro,30 Nov 2017,26 Dec 2017,26.0,141.0,3,saas,11,2694156.0,58000000.0,0.05,0.97,16554,0,3767,0.58,131540,0.07,0.07,1.18,1.18,-0.436,nan,0.027,nan
budbo,29 Jan 2018,5 Mar 2018,35.0,72.0,12,blockchain,33,50000000.0,53.0,1.0,0.35,3394,0,5350,-0.67,67317,0.1,0.81,1.63,1.63,0.257,nan,0.035,nan
betterbetting,15 Dec 2017,31 Jan 2018,47.0,105.0,5,other,16,5500000.0,30000000.0,0.18,0.1,3017,0,2619,-0.1,196193,0.03,0.05,0.1,0.1,-0.231,nan,-0.0,nan
ox fina,1 Jul 2017,31 Jul 2017,30.0,289.0,10,blockchain,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
phi token,8 Mar 2018,21 Mar 2018,13.0,56.0,5,other,16,3800000.0,N/A,N/A,1.62,27273,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
zengold,26 May 2017,9 Jun 2017,14.0,341.0,3,saas,0,N/A,N/A,N/A,N/A,N/A,0,N/A,-1.0,0.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0
