#,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d
503,Mysterium,MYST,"$6,270,387",$0.322733,"19,429,024","$142,273",-0.32%,7.16%,-2.28%
504,Syndicate,SYNX,"$6,143,544",$0.314543,"19,531,650","$402,729",-0.78%,4.85%,2.28%
505,Sphere,SPHR,"$6,117,663",$1.98,"3,082,940","$80,944",-0.30%,7.89%,-0.52%
506,Devery,EVE,"$6,101,790",$0.096979,"62,918,410","$87,495",14.96%,55.22%,77.58%
507,Pluton,PLU,"$6,049,616",$7.12,"850,000",$565,-0.66%,-3.22%,4.57%
508,ClearCoin,CLR,"$6,041,376",$0.007552,"800,000,000","$9,839",-3.38%,-7.96%,?
509,PinkCoin,PINK,"$6,023,776",$0.015773,"381,906,699","$14,233",-0.81%,4.14%,-2.33%
510,Bulwark,BWK,"$6,008,008",$1.05,"5,716,360","$45,240",0.60%,2.26%,17.56%
511,Internet of P...,IOP,"$5,957,089",$1.69,"3,525,843","$857,032",-0.30%,14.22%,23.49%
512,Flixxo,FLIXX,"$5,899,220",$0.076453,"77,161,802","$525,504",-0.45%,5.37%,42.08%
513,BitConnect,BCC,"$5,862,215",$0.625845,"9,366,879","$13,334",11.36%,-0.43%,-33.80%
514,Elixir,ELIX,"$5,827,380",$0.185388,"31,433,424","$6,609",-0.68%,4.99%,12.17%
515,Worldcore,WRC,"$5,781,566",$0.033017,"175,109,299","$28,232",-0.02%,6.68%,-14.28%
516,Curecoin,CURE,"$5,753,261",$0.241118,"23,860,771","$28,918",-0.35%,4.12%,7.95%
517,AidCoin,AID,"$5,682,083",$0.161874,"35,101,886","$200,089",-0.95%,3.78%,15.04%
518,Change,CAG,"$5,676,640",$0.152968,"37,109,987","$30,418",-0.19%,3.79%,3.72%
519,Monkey Project,MONK,"$5,614,536",$5.95,"943,818","$11,389",-2.45%,15.77%,93.16%
520,LALA World,LALA,"$5,534,541",$0.029844,"185,447,792","$24,559",5.13%,-0.05%,-6.53%
521,BLUE,BLUE,"$5,496,902",$0.150003,"36,645,278","$5,484",0.63%,13.39%,11.85%
522,Guaranteed Et...,GETX,"$5,496,660",$0.018322,"300,000,000","$49,191",-5.28%,7.76%,-1.40%
523,Pirl,PIRL,"$5,460,958",$0.450749,"12,115,296","$16,548",-1.64%,3.49%,-9.87%
524,Bitcrystals,BCY,"$5,419,610",$0.233818,"23,178,754","$6,380",-1.87%,1.70%,-1.56%
525,BitDice,CSNO,"$5,381,460",$0.076878,"70,000,000","$75,100",-0.29%,-6.74%,-34.52%
526,Interplanetar...,IPBC,"$5,373,942",$0.148457,"36,198,642","$30,251",0.94%,7.78%,-10.02%
527,Travelflex,TRF,"$5,359,084",$0.069673,"76,917,655","$16,363",2.79%,-4.36%,92.16%
528,Dotcoin,DOT,"$5,353,365",$0.018330,"292,053,250","$8,341",1.05%,7.69%,-1.84%
529,Aventus,AVT,"$5,326,236",$0.887706,"6,000,000","$35,994",0.47%,2.47%,-11.84%
530,Stealthcoin,XST,"$5,299,969",$0.185844,"28,518,373","$6,575",-0.36%,7.79%,5.33%
531,CargoX,CXO,"$5,299,478",$0.041058,"129,071,409","$29,720",2.07%,15.47%,11.55%
532,TrueFlip,TFL,"$5,283,008",$0.845651,"6,247,267","$21,459",-2.72%,0.68%,-3.67%
533,Bounty0x,BNTY,"$5,249,661",$0.040857,"128,489,922","$8,849",-0.49%,6.27%,-3.41%
534,Circuits of V...,COVAL,"$5,241,690",$0.005242,"1,000,000,000","$18,641",-0.29%,4.97%,0.14%
535,Pandacoin,PND,"$5,217,766",$0.000160,"32,514,916,898","$2,621",-13.36%,-6.50%,-16.37%
536,BABB,BAX,"$5,138,532",$0.000392,"13,117,535,208","$65,717",-0.83%,7.80%,-1.02%
537,DopeCoin,DOPE,"$5,103,169",$0.043675,"116,845,228","$13,863",-1.05%,5.41%,-12.26%
538,Profile Utili...,PUT,"$5,074,304",$0.143984,"35,242,139","$928,419",-0.58%,-5.86%,-26.77%
539,Tokes,TKS,"$4,993,834",$1.50,"3,336,496","$4,369",-0.91%,4.81%,-0.69%
540,Ethorse,HORSE,"$4,986,202",$0.049626,"100,475,600","$40,089",4.83%,3.73%,-4.53%
541,GeoCoin,GEO,"$4,944,726",$1.56,"3,170,387","$12,824",-0.27%,2.93%,1.20%
542,Uniform Fisca...,UFO,"$4,924,707",$0.001372,"3,588,913,137","$4,158",41.88%,39.99%,22.29%
543,Zilla,ZLA,"$4,923,616",$0.127997,"38,466,654","$1,421,350",-0.12%,6.60%,-25.39%
544,Spectre.ai Ut...,SXUT,"$4,920,924",$0.200612,"24,529,558","$239,925",-1.46%,8.03%,1.39%
545,APX,APX,"$4,870,225",$6.93,"703,179","$2,088",-0.29%,2.86%,-6.75%
546,Centra,CTR,"$4,827,714",$0.070996,"68,000,000","$15,139,000",1.17%,-11.16%,-78.13%
547,Hydro Protocol,HOT,"$4,814,782",$0.020570,"234,069,301","$23,146",0.45%,12.73%,-4.67%
548,BioCoin,BIO,"$4,813,683",$0.007759,"620,429,459","$61,785",-1.52%,7.16%,3.42%
549,Ink Protocol,XNK,"$4,780,474",$0.028843,"165,741,811","$12,386",-10.35%,-4.67%,-6.25%
550,Atmos,ATMS,"$4,703,999",$0.046826,"100,457,629","$1,159",-0.28%,5.59%,0.53%
551,Insights Network,INSTAR,"$4,701,286",$0.037690,"124,736,613","$10,324",-0.80%,1.78%,-12.14%
552,Smartlands,SLT,"$4,697,206",$0.920859,"5,100,896","$16,164",-0.56%,2.61%,22.18%
553,OBITS,OBITS,"$4,672,175",$0.298073,"15,674,600","$3,067",-1.13%,-7.52%,-3.39%
554,Zeitcoin,ZEIT,"$4,621,584",$0.000125,"36,971,193,078","$6,988",71.97%,70.67%,41.14%
555,Espers,ESP,"$4,561,399",$0.000213,"21,395,834,326","$59,725",-0.34%,-29.04%,-30.85%
556,Kore,KORE,"$4,522,231",$2.24,"2,022,465","$558,213",-0.50%,11.57%,8.30%
557,ArtByte,ABY,"$4,500,700",$0.005679,"792,537,250","$19,702",-0.43%,5.69%,-0.64%
558,Viuly,VIU,"$4,493,578",$0.006638,"676,968,921","$532,044",-0.43%,-2.45%,-14.10%
559,Primalbase Token,PBT,"$4,418,563",$3534.85,"1,250","$369,493",-0.30%,4.70%,-14.32%
560,DigiPulse,DGPT,"$4,338,384",$3.09,"1,402,641","$26,809",-0.01%,4.37%,89.56%
561,REBL,REBL,"$4,322,650",$0.025576,"169,012,632","$807,821",-1.59%,3.93%,-8.44%
562,ClearPoll,POLL,"$4,322,599",$0.617515,"6,999,991","$21,371",0.57%,3.79%,-10.06%
563,Playkey,PKT,"$4,276,096",$0.313692,"13,631,512","$178,390",-0.03%,6.08%,-1.32%
564,adbank,ADB,"$4,245,977",$0.010987,"386,454,660","$5,400",-0.85%,3.68%,-4.02%
565,GoldMint,MNTP,"$4,236,433",$2.21,"1,914,997","$9,229",-1.80%,0.29%,6.90%
566,Memetic / Pep...,MEME,"$4,101,933",$0.186380,"22,008,439","$23,661",-1.75%,5.99%,-0.14%
567,BlockCAT,CAT,"$4,070,971",$0.553112,"7,360,121","$4,987",-0.15%,2.40%,-6.96%
568,BitcoinZ,BTCZ,"$4,042,198",$0.002693,"1,500,862,661","$35,784",-0.39%,3.16%,0.03%
569,GET Protocol,GET,"$4,027,774",$0.387868,"10,384,393","$34,041",-10.92%,22.63%,-26.70%
570,Breakout Stake,BRX,"$4,008,570",$0.639521,"6,268,082","$2,432",-0.21%,6.60%,0.62%
571,EventChain,EVC,"$3,955,344",$0.126569,"31,250,497","$3,145",-0.28%,2.00%,-0.68%
572,ExclusiveCoin,EXCL,"$3,936,465",$0.869189,"4,528,894","$475,204",-0.37%,8.03%,5.49%
573,Opus,OPT,"$3,916,050",$0.027956,"140,080,549","$5,769",32.94%,-14.23%,7.09%
574,Sprouts,SPRTS,"$3,907,863",$7.3e-07,"5,345,950,947,279","$7,894",1.81%,6.29%,15.17%
575,Pesetacoin,PTC,"$3,890,603",$0.029157,"133,438,144","$9,774",-0.83%,8.73%,5.02%
576,PiplCoin,PIPL,"$3,877,304",$0.046466,"83,444,258","$29,871",-2.44%,4.17%,2.22%
577,Synergy,SNRG,"$3,870,217",$1.09,"3,553,102","$2,339",-0.30%,1.58%,-0.80%
578,DNotes,NOTE,"$3,865,810",$0.025159,"153,656,363","$2,115",0.80%,7.25%,17.31%
579,Voise,VOISE,"$3,854,714",$0.007727,"498,887,537","$794,632",-0.80%,5.59%,-8.95%
580,Leverj,LEV,"$3,811,100",$0.032273,"118,090,511","$4,336",-0.44%,1.94%,11.69%
581,ZrCoin,ZRC,"$3,803,838",$0.999131,"3,807,146","$16,473",-0.47%,8.72%,9.39%
582,LIFE,LIFE,"$3,768,771",$0.000210,"17,975,030,138","$31,584",-2.21%,-3.10%,-17.88%
583,AdShares,ADST,"$3,741,136",$0.193050,"19,379,103","$6,067",0.39%,9.91%,10.11%
584,HEROcoin,PLAY,"$3,736,802",$0.031387,"119,057,249","$136,584",-1.28%,15.13%,29.60%
585,Iungo,ING,"$3,719,804",$0.092995,"40,000,000","$44,799",-0.92%,3.35%,6.21%
586,Gatcoin,GAT,"$3,711,409",$0.007004,"529,861,449","$6,284",-2.44%,3.72%,-9.51%
587,Publica,PBL,"$3,704,786",$0.199365,"18,582,933","$12,263",-1.85%,1.43%,-0.78%
588,FedoraCoin,TIPS,"$3,700,564",$0.000017,"212,269,865,434","$39,122",-3.43%,-9.68%,-4.62%
589,Bitmark,BTM,"$3,614,865",$0.420823,"8,589,990","$67,639",-2.40%,-4.91%,-8.93%
590,Farad,FRD,"$3,601,006",$0.026558,"135,590,777","$2,692",-0.29%,-24.04%,-1.26%
591,Terracoin,TRC,"$3,583,581",$0.158631,"22,590,675","$4,671",-0.70%,-0.85%,-6.68%
592,Qwark,QWARK,"$3,565,455",$0.066634,"53,508,207","$6,962",-0.64%,2.98%,-6.35%
593,CryptoPing,PING,"$3,544,048",$0.356111,"9,952,089","$94,589",-1.74%,2.68%,27.50%
594,Elite,1337,"$3,535,538",$0.000135,"26,156,039,638","$3,578",-0.24%,12.91%,0.79%
595,Education Eco...,LEDU,"$3,519,441",$0.016160,"217,789,857","$445,301",-0.79%,1.87%,-11.81%
596,Tracto,TRCT,"$3,506,947",$0.150961,"23,230,815","$10,227",-0.73%,5.28%,0.47%
597,Global Curren...,GCR,"$3,473,708",$0.033407,"103,981,454","$1,209",-0.29%,3.60%,-10.65%
598,Sumokoin,SUMO,"$3,467,900",$1.23,"2,827,061","$13,486",-0.22%,5.51%,-5.26%
599,CampusCoin,CMPCO,"$3,443,265",$0.009085,"378,987,548","$18,192",1.98%,6.05%,8.54%
600,eBitcoin,EBTC,"$3,377,351",$0.178723,"18,897,126","$22,167",1.37%,11.22%,-25.13%
601,Internxt,INXT,"$3,352,167",$5.32,"629,610","$8,668",-4.03%,-0.11%,-1.62%
602,Bezop,BEZ,"$3,352,134",$0.082494,"40,634,684","$4,747",1.07%,0.43%,-0.52%
603,Hawala.Today,HAT,"$3,343,569",$2.24,"1,494,633","$4,710",-1.35%,15.23%,4.05%
604,vSlice,VSL,"$3,306,654",$0.099030,"33,390,496","$11,098",-3.35%,7.42%,17.14%
605,RefToken,REF,"$3,300,011",$4.51,"732,429","$33,018",-0.41%,-10.35%,-19.17%
606,Bela,BELA,"$3,285,119",$0.080310,"40,905,575","$19,482",4.06%,7.86%,2.83%
607,ShareX,SEXC,"$3,278,507",$0.005819,"563,410,342","$133,928",-0.82%,4.80%,-14.81%
608,Payfair,PFR,"$3,237,248",$0.036374,"88,999,687","$1,747",1.36%,0.76%,-17.87%
609,IP Exchange,IPSX,"$3,206,671",$0.004093,"783,395,047","$1,228,950",0.25%,6.21%,-38.53%
610,Autonio,NIO,"$3,142,260",$0.047734,"65,828,135","$1,975",0.19%,17.71%,11.18%
611,vTorrent,VTR,"$3,142,031",$0.272568,"11,527,512","$8,970",-0.35%,3.49%,16.97%
612,NuBits,USNBT,"$3,135,486",$0.311510,"10,065,442","$273,460",-1.14%,5.86%,-13.71%
613,Hush,HUSH,"$3,130,313",$0.871747,"3,590,850","$7,548",-2.71%,7.22%,-9.73%
614,Bitcloud,BTDX,"$3,082,101",$0.146938,"20,975,523",$732,-0.62%,-0.36%,-9.99%
615,Creditbit,CRB,"$3,058,977",$0.184623,"16,568,774","$59,481",-0.72%,2.56%,31.73%
616,HollyWoodCoin,HWC,"$3,051,597",$3.21,"951,605","$95,393",-0.29%,5.26%,12.08%
617,GoldCoin,GLD,"$3,034,351",$0.074124,"40,936,144","$23,371",-0.09%,3.07%,12.32%
618,VeriumReserve,VRM,"$3,006,853",$1.92,"1,566,012","$28,617",0.53%,3.35%,1.33%
619,Bitcoin Plus,XBC,"$3,005,862",$27.80,"108,108","$90,344",-0.16%,-0.98%,-7.97%
620,LuckChain,BASH,"$2,999,209",$0.004190,"715,868,299",$790,-0.29%,9.38%,-0.46%
621,EuropeCoin,ERC,"$2,984,585",$0.297029,"10,048,127","$3,747",-0.29%,1.47%,0.72%
622,Lampix,PIX,"$2,966,868",$0.021924,"135,322,017","$1,369",4.54%,11.97%,1.97%
623,Riecoin,RIC,"$2,966,691",$0.069819,"42,491,050","$6,007",-0.69%,6.91%,-0.58%
624,Hexx,HXX,"$2,953,707",$1.88,"1,573,699","$283,580",5.03%,133.16%,208.00%
625,Graft,GRFT,"$2,930,886",$0.017472,"167,744,693","$20,247",-2.18%,0.98%,-12.44%
626,Jiyo,JIYO,"$2,923,354",$0.143688,"20,345,150","$48,480",5.00%,-0.65%,-0.70%
627,Monoeci,XMCC,"$2,922,833",$0.934497,"3,127,707","$12,320",-0.34%,11.36%,16.16%
628,Bonpay,BON,"$2,916,353",$0.258306,"11,290,301","$79,773",-0.53%,-0.24%,7.33%
629,Sether,SETH,"$2,913,558",$0.169692,"17,169,684","$11,421",-11.13%,-13.74%,-37.68%
630,Tokenbox,TBX,"$2,882,284",$0.259878,"11,090,913",$825,-0.72%,5.48%,-3.66%
631,Cryptopay,CPAY,"$2,879,302",$0.042673,"67,473,623",$529,-9.10%,-3.93%,-3.40%
632,Nework,NKC,"$2,864,616",$0.027755,"103,210,455","$2,923,140",-0.12%,4.44%,-18.61%
633,Goodomy,GOOD,"$2,801,056",$0.006122,"457,541,580",$704,0.01%,33.37%,32.94%
634,CannabisCoin,CANN,"$2,713,409",$0.035134,"77,231,176","$29,788",-0.09%,8.94%,5.89%
635,Experty,EXY,"$2,674,891",$0.098747,"27,088,352","$7,140",-0.08%,-1.30%,-20.71%
636,BuzzCoin,BUZZ,"$2,674,187",$0.000139,"19,188,094,985","$3,898",32.30%,88.95%,29.93%
637,LOCIcoin,LOCI,"$2,662,985",$0.072922,"36,518,110","$4,248",1.41%,-2.65%,-21.95%
638,BunnyCoin,BUN,"$2,646,216",$0.000026,"102,920,336,107","$1,457",-0.65%,-25.82%,-21.12%
639,FORCE,FOR,"$2,618,327",$0.021562,"121,433,585","$4,740",33.91%,36.73%,-9.07%
640,HyperStake,HYP,"$2,612,320",$0.002202,"1,186,479,638","$36,738",-0.34%,-9.31%,-24.55%
641,1World,1WO,"$2,604,329",$0.207784,"12,533,826","$504,423",2.38%,6.55%,-12.55%
642,2GIVE,2GIVE,"$2,576,926",$0.004962,"519,365,621","$3,151",-1.54%,4.59%,-4.10%
643,JET8,J8T,"$2,570,144",$0.009618,"267,232,622","$8,370",4.43%,5.50%,-7.95%
644,Stipend,SPD,"$2,568,306",$0.999415,"2,569,809","$22,609",3.77%,8.61%,-1.31%
645,Aigang,AIX,"$2,565,587",$0.132786,"19,321,214","$2,472",-3.84%,4.78%,-9.77%
646,Masternodecoin,MTNC,"$2,534,532",$0.050530,"50,159,145",$583,-0.28%,2.91%,0.03%
647,Denarius,DNR,"$2,533,056",$0.969728,"2,612,131","$7,147",-1.06%,-0.58%,-34.44%
648,Sharpe Platfo...,SHP,"$2,526,741",$0.155682,"16,230,144","$4,087",-0.79%,3.26%,-5.60%
649,Upfiring,UFR,"$2,521,903",$0.156786,"16,085,000","$76,791",0.52%,3.78%,-15.43%
650,EXRNchain,EXRN,"$2,511,162",$0.000027,"92,500,000,000","$2,183",-0.84%,4.80%,-0.94%
651,Karbo,KRB,"$2,496,776",$0.442529,"5,642,061","$9,335",-0.41%,6.12%,-2.80%
652,Breakout,BRK,"$2,479,674",$0.132166,"18,761,818","$5,667",-0.29%,2.48%,-5.48%
653,Kzcash,KZC,"$2,430,757",$2.83,"858,661","$8,137",-0.27%,-14.34%,11.92%
654,Yocoin,YOC,"$2,383,902",$0.021248,"112,194,700","$3,976",0.18%,-13.21%,-11.85%
655,COPYTRACK,CPY,"$2,379,567",$0.106502,"22,342,937","$1,420",-1.24%,3.32%,-10.02%
656,MyWish,WISH,"$2,343,494",$0.124488,"18,825,062","$3,452",2.75%,8.34%,12.92%
657,Verify,CRED,"$2,341,535",$0.175938,"13,308,864","$2,215",-0.29%,6.50%,-1.19%
658,Blitzcash,BLITZ,"$2,317,057",$0.559812,"4,138,991","$7,917",-3.09%,11.66%,5.70%
659,Sociall,SCL,"$2,305,615",$0.137945,"16,714,020","$1,341",-0.35%,5.71%,-14.42%
660,Obsidian,ODN,"$2,297,473",$0.091899,"25,000,000","$6,637",-0.30%,4.52%,21.92%
661,Chronologic,DAY,"$2,281,682",$3.52,"647,681","$1,760",-6.30%,38.75%,33.23%
662,Dether,DTH,"$2,254,533",$0.031097,"72,500,000","$7,398",-0.82%,-9.87%,-29.52%
663,REAL,REAL,"$2,250,442",$0.223795,"10,055,817","$18,634",-2.31%,2.77%,7.54%
664,Privatix,PRIX,"$2,246,714",$1.90,"1,182,668","$7,898",-4.36%,29.69%,-14.03%
665,SpreadCoin,SPR,"$2,233,964",$0.226940,"9,843,853","$21,991",-1.18%,9.48%,14.88%
666,Altcoin,ALT,"$2,230,138",$18.11,"123,175","$1,583",-0.29%,16.15%,2.55%
667,Crave,CRAVE,"$2,214,791",$0.148990,"14,865,370","$2,070",2.99%,3.55%,-4.86%
668,Jesus Coin,JC,"$2,192,631",$0.000127,"17,324,557,939","$1,760",-1.21%,23.40%,-1.65%
669,EquiTrader,EQT,"$2,176,920",$0.209458,"10,393,112","$13,764",-0.29%,3.62%,34.05%
670,Social Send,SEND,"$2,152,370",$0.067105,"32,074,754","$7,017",0.80%,9.75%,32.96%
671,Innova,INN,"$2,150,361",$0.838670,"2,564,013","$11,370",-0.43%,5.58%,-9.50%
672,GCN Coin,GCN,"$2,141,987",$0.000014,"154,291,835,000","$13,294",-4.69%,18.69%,3.29%
673,ATLANT,ATL,"$2,123,754",$0.160586,"13,225,026","$12,516",-0.18%,6.10%,-17.81%
674,XGOX,XGOX,"$2,119,057",$0.001118,"1,895,637,375","$9,438",7.24%,3.99%,-5.78%
675,TrustPlus,TRUST,"$2,107,955",$0.065696,"32,086,595","$70,820",-1.83%,-4.69%,9.53%
676,Bitzeny,ZNY,"$2,091,391",$0.027659,"75,614,500","$4,584",-0.89%,4.18%,19.28%
677,Vezt,VZT,"$2,088,718",$0.044112,"47,350,755","$30,536",-0.30%,12.82%,-45.02%
678,Sexcoin,SXC,"$2,068,763",$0.016346,"126,561,557","$7,200",-0.29%,3.23%,11.17%
679,MaxCoin,MAX,"$2,060,143",$0.033528,"61,445,805","$1,013",0.64%,11.07%,28.07%
680,TeslaCoin,TES,"$2,055,776",$0.027466,"74,846,947",$914,4.51%,6.70%,-5.55%
681,Regalcoin,REC,"$2,050,824",$0.160233,"12,799,009","$2,801",-0.51%,17.65%,-3.37%
682,TrezarCoin,TZC,"$2,034,374",$0.021254,"95,718,600","$1,506",0.03%,6.67%,-6.88%
683,Capricoin,CPC,"$2,027,657",$1.02,"1,990,045","$94,128",0.20%,6.20%,81.96%
684,eBoost,EBST,"$2,019,800",$0.100990,"20,000,000","$13,167",-0.21%,5.88%,-1.29%
685,ChainCoin,CHC,"$2,015,580",$0.134606,"14,973,927","$2,254",-0.28%,4.64%,-0.57%
686,BlueCoin,BLU,"$2,008,830",$0.003496,"574,683,675",$724,-0.29%,5.09%,-3.99%
687,Darcrus,DAR,"$1,994,511",$0.146651,"13,600,388",$703,-0.30%,-0.20%,76.72%
688,EverGreenCoin,EGC,"$1,987,298",$0.149182,"13,321,301","$1,642",-0.31%,2.70%,5.16%
689,HunterCoin,HUC,"$1,940,072",$0.087711,"22,118,940","$1,395",-0.28%,3.42%,-9.32%
690,Global Crypto...,GCC,"$1,936,248",$0.003005,"644,292,902","$9,842",-0.29%,-7.25%,-17.29%
691,PutinCoin,PUT,"$1,929,564",$0.004655,"414,514,327","$2,490",-0.27%,0.70%,2.19%
692,MicroMoney,AMM,"$1,921,722",$0.188886,"10,173,978","$323,147",1.00%,19.01%,-4.26%
693,Magi,XMG,"$1,875,858",$0.240866,"7,787,975","$2,084",-1.23%,3.97%,12.40%
694,e-Gulden,EFL,"$1,871,630",$0.112913,"16,575,862","$7,784",-0.60%,0.63%,-0.63%
695,Ethereum Movi...,EMV,"$1,862,694",$0.283659,"6,566,666","$1,638",-12.20%,-17.60%,-61.75%
696,Bitswift,SWIFT,"$1,859,734",$0.478741,"3,884,635","$1,428",-0.68%,5.24%,4.54%
697,FirstCoin,FRST,"$1,835,880",$0.058828,"31,207,528","$257,384",3.53%,-7.53%,-69.14%
698,Magnet,MAG,"$1,820,230",$0.081417,"22,356,766","$5,098",-2.11%,2.63%,-11.73%
699,BitWhite,BTW,"$1,812,236",$0.049889,"36,325,371","$21,194",-0.46%,0.22%,-14.68%
700,Rupaya,RUPX,"$1,800,509",$0.113170,"15,909,775","$23,293",-0.24%,1.30%,-12.15%
701,Coinlancer,CL,"$1,797,410",$0.025435,"70,666,779","$8,911",1.74%,14.88%,-17.09%
702,Speed Mining ...,SMS,"$1,700,549",$16.25,"104,680","$3,045",-1.85%,5.70%,13.82%
703,Bullion,CBX,"$1,668,314",$1.65,"1,011,909",$801,1.77%,18.79%,-4.58%
704,Rupee,RUP,"$1,651,958",$0.072086,"22,916,450","$2,433",2.17%,3.56%,15.66%
705,Linx,LINX,"$1,645,494",$0.078132,"21,060,325","$7,447",0.61%,7.48%,-5.60%
706,ProCurrency,PROC,"$1,642,453",$0.016817,"97,667,951","$9,714",1.46%,9.47%,7.91%
707,Condensate,RAIN,"$1,610,259",$0.009864,"163,247,834","$6,556",-0.89%,4.73%,-7.70%
708,FlypMe,FYP,"$1,602,578",$0.090856,"17,638,681",$631,-0.28%,14.56%,-16.77%
709,Qvolta,QVT,"$1,591,206",$0.229275,"6,940,163","$9,824",-0.68%,-5.68%,-11.84%
710,Creativecoin,CREA,"$1,558,970",$0.112176,"13,897,535","$1,274",-0.06%,6.35%,-17.35%
711,LatiumX,LATX,"$1,543,723",$0.020729,"74,471,286","$1,105",-0.19%,7.55%,-33.25%
712,Indorse Token,IND,"$1,527,422",$0.032842,"46,508,192","$163,507",-0.39%,3.01%,-4.15%
713,Pylon Network,PYLNT,"$1,523,676",$4.43,"343,788",$516,-0.29%,15.62%,5.27%
714,KekCoin,KEK,"$1,516,786",$0.142993,"10,607,417","$7,034",-0.28%,9.92%,52.19%
715,Ignition,IC,"$1,482,553",$3.21,"462,026","$14,183",0.35%,4.77%,1.46%
716,Maverick Chain,MVC,"$1,377,632",$0.013776,"100,000,860","$5,903",-44.67%,-29.36%,-34.97%
717,SkinCoin,SKIN,"$1,374,340",$0.015585,"88,183,483","$100,197",-0.89%,5.17%,-1.60%
718,SagaCoin,SAGA,"$1,374,310",$0.722047,"1,903,352","$25,592",-2.33%,5.20%,-17.54%
719,DigitalPrice,DP,"$1,361,552",$0.070737,"19,247,974","$3,896",-0.29%,19.24%,8.57%
720,UnbreakableCoin,UNB,"$1,315,140",$0.577284,"2,278,150","$2,860,920",-0.24%,9.24%,6.31%
721,DRP Utility,DRPU,"$1,310,990",$0.371346,"3,530,373","$2,350",8.70%,25.69%,17.72%
722,Blocklancer,LNC,"$1,305,385",$0.010866,"120,140,384","$1,800",-0.82%,-9.27%,4.05%
723,NobleCoin,NOBL,"$1,299,882",$0.000559,"2,324,900,214","$2,453",-11.36%,-6.00%,-42.40%
724,Tidex Token,TDX,"$1,282,386",$0.134988,"9,499,999","$49,419",-0.56%,3.26%,-16.62%
725,MCAP,MCAP,"$1,278,951",$0.121921,"10,490,000","$697,903",1.84%,7.41%,-59.06%
726,Sense,SENSE,"$1,271,691",$0.010129,"125,548,235","$1,179",-0.64%,-9.35%,8.89%
727,Zero,ZER,"$1,269,007",$0.472660,"2,684,820","$4,745",-0.29%,3.60%,-40.69%
728,Footy Cash,XFT,"$1,256,921",$0.273119,"4,602,101","$1,517",6.72%,13.89%,-4.96%
729,Ellaism,ELLA,"$1,256,201",$0.189740,"6,620,641","$11,551",-1.24%,-1.89%,-20.50%
730,IntenseCoin,ITNS,"$1,248,408",$0.003007,"415,142,281","$3,648",-7.65%,-2.97%,-22.18%
731,Interstellar ...,HOLD,"$1,167,600",$0.004751,"245,759,853","$3,937",5.11%,-3.52%,12.70%
732,Growers Inter...,GRWI,"$1,164,942",$0.985577,"1,181,990",$979,-0.28%,11.74%,-0.64%
733,Miners' Rewar...,MRT,"$1,162,510",$0.116251,"10,000,000","$9,599",-0.34%,4.83%,-9.95%
734,Adzcoin,ADZ,"$1,133,880",$0.026125,"43,402,456",$956,1.49%,5.85%,-6.97%
735,Zetacoin,ZET,"$1,099,859",$0.006553,"167,851,834","$1,102",0.14%,7.90%,8.77%
736,Pure,PURE,"$1,076,342",$0.279626,"3,849,221","$14,668",-10.27%,-10.68%,-0.49%
737,WorldCoin,WDC,"$1,045,255",$0.008783,"119,004,675",$653,-0.78%,-3.21%,1.77%
738,MAZA,MZC,"$1,032,600",$0.000978,"1,055,345,280","$1,513",7.37%,9.89%,-16.24%
739,Woodcoin,LOG,"$1,019,256",$0.126849,"8,035,193","$7,962",-0.27%,7.69%,0.94%
740,DeusCoin,DEUS,"$1,015,960",$0.091694,"11,079,837",$756,-0.29%,11.44%,-7.38%
741,STRAKS,STAK,"$1,014,427",$0.328948,"3,083,853","$9,704",9.22%,29.52%,-16.23%
742,ArcticCoin,ARC,"$979,498",$0.039680,"24,684,874","$1,557",0.11%,3.46%,-10.15%
743,Cream,CRM,"$974,873",$0.021621,"45,088,143","$1,384",-0.85%,4.69%,9.10%
744,IncaKoin,NKA,"$964,079",$0.000070,"13,786,027,202","$2,675",-50.11%,-37.22%,-44.84%
745,Unitus,UIS,"$954,787",$0.020408,"46,785,866","$1,345",1.80%,8.22%,1.92%
746,DFSCoin,DFS,"$954,040",$0.054650,"17,457,142","$73,818",-0.82%,9.04%,26.76%
747,Argentum,ARG,"$951,040",$0.102601,"9,269,305","$3,162",-7.08%,-3.70%,-5.70%
748,ELTCOIN,ELTCOIN,"$937,818",$0.010420,"90,000,000","$1,417",1.88%,8.65%,-7.77%
749,Moin,MOIN,"$935,924",$0.124383,"7,524,532","$1,410",0.11%,2.86%,-1.26%
750,Wild Crypto,WILD,"$932,185",$0.038246,"24,373,456","$5,101",-0.56%,-2.45%,-14.73%
751,CrowdCoin,CRC,"$915,382",$0.658880,"1,389,300","$9,517",-0.07%,-0.65%,-12.32%
752,Soma,SCT,"$908,733",$0.213162,"4,263,109","$2,435",33.98%,75.45%,44.49%
753,Authorship,ATS,"$905,408",$0.011318,"80,000,000","$9,772",-1.10%,5.67%,19.68%
754,DraftCoin,DFT,"$895,989",$0.115906,"7,730,311","$42,731",-0.59%,14.54%,-13.36%
755,bitJob,STU,"$889,611",$0.018517,"48,043,991","$267,960",-0.16%,8.26%,-15.78%
756,WandX,WAND,"$881,487",$0.071993,"12,244,135","$4,905",-0.14%,8.77%,20.33%
